,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
holmstrom3800ws,39.9,Simon Holmstrom,3800,W,0,NYI,LA-J.Quick,3.16,4.1,2.2,-3.52,0.8,4,0,1,0,-5.4,41,0,2,3.3,2.9,-135,6,55,-134,3.8,-0.5,7,2,9,42,3.8,42,57,14,7,0.13,0,0.13,10.84,0.72,0.71,1.17,0.61,0.18,0.48,1.19,8.73,10.43,6.17,0,0,0.15,0,0.03,0,0,0,0.13,0,0,0,0.74,0.17,0,0.17,9.73,1.05,0.67,1.09,0.61,0.25,0.58,1.25,7.17,10.33,0,0,0.24,0,5.86,1.29,0.71,0.57,0.83,0.14,9.17,0.41,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,holmstrom,s,holmstrom3800ws,87268-113275,W,s,Simon Holmstrom,holmstrom,3.539394032,33,3800,LA@NYI,NYI,LA,,,,,,W/UTIL,holmstrom3800ws,2500
horvat8200cb,88.2,Bo Horvat,8200,C,0,NYI,LA-JQuick,16.55,20.7,12.4,1.1,2,1,1,5,0,0.1,42,0,2,3.3,2.9,-135,6,55,-134,17,1.8,61,31,27,85,15.8,50,30,30,10,0.64,0.44,1.08,20.13,3.22,2.83,3.8,0.74,0.23,0.69,3.51,13.08,13.6,9.76,0.23,0.13,3.56,0.95,1.29,0.74,0.06,0.01,0.35,0.3,0.28,0.08,2.68,0.45,0.64,1.09,21.3,3.07,2.45,3.7,0.66,0.19,0.82,3.27,14.82,14.36,0.09,0.18,3.97,0.55,15,3.29,2.43,0.86,4,0.57,22.21,3.96,0.14,0.14,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,horvat,b,horvat8200cb,87268-42478,C,b,Bo Horvat,horvat,16.79310345,58,8200,LA@NYI,NYI,LA,,,,,,C/UTIL,horvat8200cb,6900
hunt3700db,51.4,Brad Hunt,3700,D,0,COL,WPG-C.Hellebuyck,3.68,4.8,2.6,-3.26,1,4,0,1,0,-5.5,29,1,5,3,3.1,-105,6,47,-140,5.6,-1.6,46,20,48,58,2.7,22,55,11,9,0.11,0.19,0.3,13.65,1.32,1.25,1.72,0.73,0.08,0.53,1.77,12.52,11.63,9.44,0,0.02,0.53,0.02,0.04,0.5,0,0,0.11,0.18,0.21,0,1.04,0,0.13,0.13,11.68,0.67,0.75,1.13,0.67,0,0.25,1,11.75,10.88,0,0,0,0,13,1,0.75,0.25,1.5,0,11.86,0,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,hunt,b,hunt3700db,87268-42908,D,b,Brad Hunt,hunt,4.110344722,29,3700,COL@WPG,COL,WPG,,,,,,D/UTIL,hunt3700db,2500
iafallo5900wa,67.94,Alex Iafallo,5900,W,0,LA,NYI-I.Sorokin,9.87,12.5,7.3,-0.91,1.7,3,2,3,0,-2.2,9,2,1,2.9,3.3,114,6,45,112,9.4,-0.2,47,15,28,96,9.7,55,44,22,9,0.16,0.32,0.48,17.15,1.68,2.45,3.27,0.75,0.07,0.62,3.07,13.14,12.42,9.97,0.05,0.01,1.97,0.34,0.52,0.65,0,0,0.11,0.3,0.27,0.01,2.01,0.1,0.4,0.5,15.81,1.9,2.2,2.8,0.79,0.05,0.8,3,14.1,12.9,0,0,0.97,0,13.67,2.33,1.5,0.83,2.17,0,13.9,0.31,0,0,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,iafallo,a,iafallo5900wa,87268-79935,W,a,Alex Iafallo,iafallo,10.5,36,5900,LA@NYI,LA,NYI,,,,,,W/UTIL,iafallo5900wa,4000
jarnkrok4900wc,66.78,Calle Jarnkrok,4900,W,0,TOR,MIN-F.Gustavsson,7.38,9.4,5.4,-1.45,1.5,3,2,2,0,-2.7,26,0,3,3.6,2.5,-210,6,85,-152,7,-0.9,45,23,44,100,6.8,50,50,20,10,0.17,0.28,0.45,14.25,1.9,1.45,2.02,0.72,0.12,0.26,1.72,10.73,9.52,8.05,0.01,0.03,1.21,0.15,0.24,0.62,0.01,0.02,0.15,0.23,0.18,0,1.68,0.1,0.3,0.4,14.59,1.64,1.7,2.6,0.65,0.06,0.3,2,11.6,10.3,0,0,1.28,0.1,11.33,1.5,1.17,0.33,2.17,0.33,15.16,1.32,0,0,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,jarnkrok,c,jarnkrok4900wc,87268-23061,W,c,Calle Jarnkrok,jarnkrok,8.011764826,51,4900,MIN@TOR,TOR,MIN,,,,,,W/UTIL,jarnkrok4900wc,3400
jarvis5500ws,87.81,Seth Jarvis,5500,W,0,CAR,OTT-C.Talbot,12.13,15.3,9,2.13,2.2,1,2,12,0,0.7,21,1,3,4.1,2.6,-250,6.5,77,-265,9.9,1.5,61,32,36,100,12.1,50,50,30,10,0.24,0.36,0.6,15.21,2.37,2.09,2.93,0.71,0.12,0.43,2.52,13.28,9.87,10.15,0.02,0.07,2.04,0.38,0.6,0.62,0.01,0,0.21,0.29,0.22,0,2.91,0.5,0.2,0.7,16.17,2.6,2.4,2.9,0.83,0.21,0.3,2.7,15.6,10.3,0,0,1.29,0.2,19.2,3.6,3.2,0.4,4,0.6,16.4,1.29,0,0,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,jarvis,s,jarvis5500ws,87268-146131,W,s,Seth Jarvis,jarvis,9.757143293,56,5500,OTT@CAR,CAR,OTT,,,,,,W/UTIL,jarvis5500ws,3900
johnston3000wr,37.14,Ross Johnston,3000,W,0,NYI,LA-J.Quick,2.77,3.6,1.9,-2.35,0.9,4,0,1,0,-5.4,93,0,2,3.3,2.9,-135,6,55,-134,1.8,-1.4,6,2,30,97,0,0,25,0,12,0.03,0.15,0.18,9.33,1.16,0.24,0.34,0.68,0.12,0.44,0.68,5.75,8.66,4.09,0,0,0.04,0,0,0,0,0,0.03,0.15,1.97,0,0.43,0,0,0,7.84,0,0,0,0,0,0,0,5.67,8.67,0,0,0,0,5.67,0,0,0,0,0,7.84,0,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,johnston,r,johnston3000wr,87268-43089,W,r,Ross Johnston,johnston,1.600000045,17,3000,LA@NYI,NYI,LA,,,,,,W/UTIL,johnston3000wr,2500
jokiharju3900dh,61.4,Henri Jokiharju,3900,D,0,BUF,FLA-S.Bobrovsky,6.18,7.9,4.5,-1.19,1.6,2,0,1,0,-1.8,73,2,1,3,4.2,170,7,40,168,6.6,-0.6,47,17,19,86,6.4,77,22,33,9,0.02,0.26,0.28,21.67,0.78,1.5,1.86,0.81,0.01,1.16,2.66,16.09,15.82,12.18,0,0.07,0.83,0.13,0.16,0.78,0,0,0.02,0.19,0.48,0,1.33,0,0.4,0.4,21.16,1.13,1.8,2.3,0.78,0,0.5,2.3,19.1,15.7,0,0,0.24,0,19,2.5,2.17,0.33,2.83,0,20.1,0.14,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,jokiharju,h,jokiharju3900dh,87268-81999,D,h,Henri Jokiharju,jokiharju,6.282353121,34,3900,BUF@FLA,BUF,FLA,,,,,,D/UTIL,jokiharju3900dh,3100
joseph4100wm,42.81,Mathieu Joseph,4100,W,0,OTT,CAR-F.Andersen,5.4,6.9,3.9,-1.87,1.3,4,0,1,0,-3.7,33,1,4,2.6,4.1,200,6.5,23,215,6.9,0.1,36,16,32,86,6.8,40,60,30,10,0.12,0.34,0.46,14.56,1.9,1.19,1.71,0.69,0.1,0.49,1.68,10.88,10.55,8.14,0.02,0.02,0.47,0.03,0.07,0.5,0.03,0.02,0.07,0.31,0.64,0.03,1.3,0.1,0.3,0.4,14.4,1.67,1.5,1.8,0.83,0.07,0.4,1.9,11.6,12.2,0,0,0.1,0,10.5,2,1.67,0.33,2.17,0.17,14.27,0.17,0,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,joseph,m,joseph4100wm,87268-66716,W,m,Mathieu Joseph,joseph,6.037837673,37,4100,OTT@CAR,OTT,CAR,,,,,,W/UTIL,joseph4100wm,2700
jost3700wt,54.94,Tyson Jost,3700,W,0,BUF,FLA-S.Bobrovsky,6.03,7.7,4.3,-0.46,1.6,4,0,1,0,-1.5,57,2,1,3,4.2,170,7,40,168,5.3,-1,43,18,46,97,7.4,40,60,30,10,0.08,0.22,0.3,12.93,1.39,1.25,1.76,0.71,0.06,0.37,1.62,9.49,10.51,6.99,0,0,0.12,0.01,0.02,0.5,0,0,0.08,0.22,0.51,0.01,1.32,0.09,0.27,0.36,13.5,1.6,1.73,2,0.86,0.05,0.55,2.27,10.2,10.4,0,0,0,0,11,2,1.33,0.67,1.83,0,13.6,0.01,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,jost,t,jost3700wt,87268-70908,W,t,Tyson Jost,jost,6.107692425,52,3700,BUF@FLA,BUF,FLA,,,,,,W/UTIL,jost3700wt,2600
kaliyev4700wa,57.85,Arthur Kaliyev,4700,W,0,LA,NYI-I.Sorokin,7.88,10,5.7,-0.56,1.7,4,2,2,0,-2,21,2,1,2.9,3.3,114,6,45,112,8.1,-0.3,46,15,32,96,4.4,11,44,11,9,0.2,0.22,0.42,12.3,2.05,2.25,3.28,0.69,0.09,0.2,2.45,10.66,8.33,8.16,0.14,0.03,2.06,0.63,0.9,0.7,0,0,0.05,0.2,0.49,0,1.59,0.2,0,0.2,10.15,1.18,0.8,2.2,0.36,0.25,0.4,1.2,6.2,8.8,0.2,0,1.49,0.2,6.2,1.2,0.8,0.4,2.2,0.4,10.15,1.49,0.2,0,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,kaliyev,a,kaliyev4700wa,87268-117093,W,a,Arthur Kaliyev,kaliyev,9.071794559,39,4700,LA@NYI,LA,NYI,,,,,,W/UTIL,kaliyev4700wa,3100
kampf3900cd,65.8,David Kampf,3900,C,0,TOR,MIN-FGustavsson,4.89,6.3,3.5,-1.73,1.3,3,0,1,0,-2.6,34,0,3,3.6,2.5,-210,6,85,-152,5.8,-0.9,54,23,45,97,7,80,20,40,10,0.12,0.18,0.31,15.64,1.19,1.36,1.77,0.77,0.09,0.34,1.69,10.8,10.58,8.25,0,0,0.08,0.02,0.03,0.67,0.01,0.03,0.11,0.15,0.16,0.02,1.59,0.1,0.3,0.4,14.76,1.63,1.9,2.6,0.73,0.05,0.2,2.1,11.8,11.1,0,0,0,0,11.83,2.17,1.83,0.33,2.5,0,14.14,0,0,0,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,kampf,d,kampf3900cd,87268-80028,C,d,David Kampf,kampf,5.793103448,58,3900,MIN@TOR,TOR,MIN,,,,,,C/UTIL,kampf3900cd,2500
kaprizov8900wk,66.82,Kirill Kaprizov,8900,W,0,MIN,TOR-I.Samsonov,17.62,22,13.2,0.99,2,1,1,22,0,-1.7,26,2,1,2.5,3.6,171,6,15,126,19.4,1.6,78,35,21,96,16.8,83,16,25,12,0.66,0.58,1.24,20.32,3.66,3.68,5.1,0.72,0.18,0.44,4.12,15.65,12.19,11.38,0.29,0.2,3.74,1.19,1.56,0.76,0,0,0.38,0.38,0.5,0.03,3.25,0.62,0.31,0.92,22.18,2.49,3.54,5.15,0.69,0.17,0.69,4.23,19,13.92,0.23,0.23,3.73,0.77,19.22,4.44,3.44,1,5.11,0.89,22.26,3.45,0.22,0.11,46.62,44.51,42.88,42.56,47.06,3.22,0.23,3.12,0.21,49.23,44.4,47.92,50.6,3.15,0.22,2.7,0.07,50.5,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,kaprizov,k,kaprizov8900wk,87268-135875,W,k,Kirill Kaprizov,kaprizov,18.68620774,58,8900,MIN@TOR,MIN,TOR,,,,,,W/UTIL,kaprizov8900wk,7400
kempe6800wa,75.2,Adrian Kempe,6800,W,0,LA,NYI-I.Sorokin,12.62,15.8,9.4,0.09,1.9,1,1,18,0,-2.7,49,2,1,2.9,3.3,114,6,45,112,13.6,2.6,67,29,31,96,22.4,77,22,55,9,0.44,0.31,0.75,19.06,2.36,3.26,4.34,0.75,0.13,0.43,3.69,13.4,12.66,9.98,0.11,0.14,3.03,0.77,1.12,0.69,0.03,0,0.29,0.18,0.46,0.03,3.26,0.9,0.5,1.4,18.49,4.54,3.5,5.3,0.66,0.26,0.2,3.7,12.4,10.8,0.3,0,2.57,0.5,13.33,4,3.83,0.17,5.83,1.5,18.48,2.85,0.5,0,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,kempe,a,kempe6800wa,87268-62429,W,a,Adrian Kempe,kempe,13.66440699,59,6800,LA@NYI,LA,NYI,,,,,,W/UTIL,kempe6800wa,5600
kerfoot4500ca,72.84,Alexander Kerfoot,4500,C,0,TOR,MIN-FGustavsson,5.53,7.1,4,-2.32,1.2,4,0,1,0,-3.5,16,0,3,3.6,2.5,-210,6,85,-152,8.1,-0.1,55,27,44,97,8.6,70,30,30,10,0.14,0.33,0.47,14.83,1.9,1.6,2.16,0.74,0.09,0.77,2.37,11.03,10.68,8.23,0.02,0.01,0.45,0.09,0.11,0.8,0.02,0.02,0.1,0.3,0.35,0.02,1.48,0,0.5,0.5,14.48,2.07,2.2,2.8,0.79,0,0.7,2.9,13.9,8.6,0,0,0.29,0.1,14.5,3.67,2.5,1.17,2.83,0.17,14.93,0.46,0,0,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,kerfoot,a,kerfoot4500ca,87268-82179,C,a,Alexander Kerfoot,kerfoot,7.943103659,58,4500,MIN@TOR,TOR,MIN,,,,,,C/UTIL,kerfoot4500ca,2800
koivula3000co,46.43,Otto Koivula,3000,C,0,NYI,LA-JQuick,4.21,5.4,3,-0.57,1.4,4,2,4,0,-0.1,93,0,2,3.3,2.9,-135,6,55,-134,2.7,-0.4,5,2,12,40,0.8,0,40,0,5,0,0.14,0.14,9.47,0.89,0.71,0.83,0.86,0,0.29,1,6.86,7.71,4.86,0,0,0.68,0,0,0,0,0,0,0.14,0.29,0,0.87,0,0,0,7.69,0,0.5,1,0.5,0,0,0.5,3.5,5,0,0,2.38,0,3.5,0.5,0.5,0,1,0,7.69,2.38,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,koivula,o,koivula3000co,87268-82825,C,o,Otto Koivula,koivula,0.800000012,2,3000,LA@NYI,NYI,LA,,,,,,C/UTIL,koivula3000co,2500
kopitar6900ca,79.84,Anze Kopitar,6900,C,0,LA,NYI-ISorokin,12.27,15.4,9.1,-0.51,1.8,1,1,8,0,0.9,57,2,1,2.9,3.3,114,6,45,112,13.1,1.4,61,36,37,96,20.3,88,11,77,9,0.27,0.53,0.8,20.46,2.35,2.3,3.09,0.75,0.12,1.13,3.43,14.58,13.48,10.88,0.07,0.17,3.16,0.55,0.71,0.77,0,0.01,0.2,0.35,0.1,0.01,2.56,0.8,0.8,1.6,20.24,4.74,2.3,3.2,0.72,0.35,1.2,3.5,13.3,11.9,0.3,0.2,2.66,0.4,14.5,3,1.83,1.17,2.83,0.17,20.11,2.85,0.17,0.33,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,kopitar,a,kopitar6900ca,87268-8394,C,a,Anze Kopitar,kopitar,13.8203394,59,6900,LA@NYI,LA,NYI,,,,,,C/UTIL,kopitar6900ca,5800
kotkaniemi4000cj,75.13,J. Kotkaniemi,4000,C,0,CAR,OTT-CTalbot,8.76,11.1,6.4,1.93,2.2,2,2,4,0,0.8,71,1,3,4.1,2.6,-250,6.5,77,-265,6,-0.8,49,19,38,100,10.1,70,30,40,10,0.12,0.25,0.37,13.29,1.67,1.35,2.01,0.67,0.09,0.2,1.55,12.41,7.97,9.17,0.02,0.06,1.84,0.36,0.52,0.69,0.01,0,0.09,0.19,0.71,0,2.21,0.3,0.5,0.8,15.04,3.19,1.1,1.6,0.69,0.27,0.4,1.5,13.9,11.6,0,0.1,1.29,0.1,13.6,1.6,1.4,0.2,1.6,0.2,15.23,1.26,0,0.2,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,kotkaniemi,j,kotkaniemi4000cj,87268-97116,C,j,Jesperi Kotkaniemi,kotkaniemi,6.832142966,56,4000,OTT@CAR,CAR,OTT,,,,,,C/UTIL,kotkaniemi4000cj,3100
kovacevic3700dj,41,Johnathan Kovacevic,3700,D,0,MTL,PHI-C.Hart,4.95,6.3,3.6,-1.99,1.3,3,0,1,0,-2.7,29,1,3,2.7,3.4,140,6,54,125,4.8,-1.3,38,12,22,86,5.3,55,33,22,9,0.04,0.12,0.15,16.95,0.53,1.12,1.56,0.72,0.03,1,2.12,12.98,13.16,9.41,0,0,0.02,0,0.02,0,0,0,0.04,0.12,0.42,0,0.95,0.11,0.11,0.22,17.14,0.77,1.22,1.56,0.79,0.09,0.44,1.67,11.78,14.22,0,0,0.01,0,14,1.67,1.17,0.5,1.67,0,18.76,0.01,0,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,kovacevic,j,kovacevic3700dj,87268-103032,D,j,Johnathan Kovacevic,kovacevic,4.769230769,52,3700,MON@PHI,MON,PHI,,,,,,D/UTIL,kovacevic3700dj,2500
krebs3600cp,54.64,Peyton Krebs,3600,C,0,BUF,FLA-SBobrovsky,5.27,6.8,3.8,-0.74,1.5,3,2,4,0,-3.2,65,2,1,3,4.2,170,7,40,168,5.7,-0.6,44,23,46,86,8.2,77,22,22,9,0.15,0.23,0.38,13.5,1.69,0.95,1.36,0.7,0.16,0.23,1.18,9.72,8.99,7.26,0.01,0.09,1.36,0.07,0.11,0.62,0.01,0,0.13,0.14,0.56,0,1.59,0.2,0.3,0.5,15.36,1.95,1.1,1.4,0.79,0.18,0.5,1.6,9.7,8.2,0.1,0,1.11,0.1,9.83,1.5,1.33,0.17,1.67,0.33,15.23,1.7,0.17,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,krebs,p,krebs3600cp,87268-117048,C,p,Peyton Krebs,krebs,5.518749873,48,3600,BUF@FLA,BUF,FLA,,,,,,C/UTIL,krebs3600cp,2600
kuhlman3300wk,57.94,Karson Kuhlman,3300,W,0,WPG,COL-A.Georgiev,4.22,5.4,3,-1.49,1.3,3,0,1,0,-1.7,77,0,2,3.1,3,-115,6,53,116,5.3,-0.3,47,15,21,85,1.6,25,62,0,8,0.08,0.16,0.24,12.63,1.14,1.37,2.06,0.67,0.06,0.4,1.77,10.07,9.31,7.65,0,0,0.05,0,0.02,0,0,0,0.08,0.16,0.19,0.03,1.39,0,0,0,10.17,0,1.22,1.71,0.71,0,0.33,1.56,10.44,7.89,0,0,0.02,0,8.8,0.8,0.6,0.2,1.5,0,9.42,0,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,kuhlman,k,kuhlman3300wk,87268-82973,W,k,Karson Kuhlman,kuhlman,3.739534955,43,3300,COL@WPG,WPG,COL,,,,,,W/UTIL,kuhlman3300wk,2500
kupari3300cr,39.95,Rasmus Kupari,3300,C,0,LA,NYI-ISorokin,3.27,4.2,2.3,-2.12,1,4,0,1,0,-1.2,76,2,1,2.9,3.3,114,6,45,112,3.6,-1.7,30,12,48,80,2.5,11,88,11,9,0.07,0.12,0.19,10.46,1.09,0.72,1.18,0.61,0.1,0.46,1.18,8.12,8.77,6.18,0,0,0.11,0.03,0.03,1,0.01,0.01,0.06,0.1,0.21,0,1.05,0,0.2,0.2,9.59,1.25,0.5,0.6,0.83,0,0.1,0.6,5.7,8.2,0,0,0.03,0.1,6.5,0.67,0.67,0,0.83,0.17,10.64,0.03,0,0,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,kupari,r,kupari3300cr,87268-113289,C,r,Rasmus Kupari,kupari,3.93488365,43,3300,LA@NYI,LA,NYI,,,,,,C/UTIL,kupari3300cr,2500
laughton5600cs,77.11,Scott Laughton,5600,C,0,PHI,MTL-JAllen,13.65,17.1,10.2,3.54,2.4,2,2,13,0,-1.8,57,1,3,3.4,2.7,-165,6,46,-145,9.7,0.7,49,24,32,89,10.1,60,40,20,10,0.19,0.36,0.55,18.29,1.8,1.95,2.58,0.75,0.1,0.72,2.66,12.74,14.25,9.33,0.07,0.05,1.95,0.26,0.45,0.58,0.04,0.05,0.08,0.26,0.43,0,2.37,0.09,0.45,0.55,20.88,1.58,2.27,3.18,0.71,0.04,0.82,3.09,16.73,18.82,0,0.09,1.66,0.18,16.14,3.14,2,1.14,3.29,0.71,20.33,1.37,0,0.14,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,laughton,s,laughton5600cs,87268-37880,C,s,Scott Laughton,laughton,10.91090865,55,5600,MON@PHI,PHI,MON,,,,,,C/UTIL,laughton5600cs,4500
