,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
bellemare3700cp,57.75,P. Bellemare,3700,C,0,TB,ANA-L.Dostal,4.17,5.4,3,-2.04,1.1,4,0,1,0,-0.2,49,0,3,4.8,2,-580,6.5,78,-490,4,-1.8,44,15,50,103,5.8,60,30,40,10,0.08,0.07,0.16,11.57,0.83,0.76,1.07,0.71,0.11,0.64,1.4,7.25,8.25,5.55,0,0,0.03,0,0,0,0,0.01,0.08,0.06,0.49,0,1.13,0.18,0.09,0.27,10.14,1.6,1,1.27,0.79,0.18,0.82,1.82,8.09,6.09,0,0,0.08,0,8.14,1.57,0.86,0.71,1.14,0,9.96,0,0,0,54.15,44.83,52.27,43.91,42.61,3.42,0.27,3.19,0.26,49.27,59.82,47.82,43.09,3.64,0.15,3.27,0.22,37.43,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,bellemare,p,bellemare3700cp,87209-54951,C,p,Pierre-Edouard Bellemare,bellemare,4.083018753,53,3700,ANH@TB,TB,ANH,,,,,,C/UTIL,bellemare3700cp,2500
bellows3200wk,35.25,Kieffer Bellows,3200,W,0,PHI,EDM-S.Skinner,5.62,7.2,4,0.11,1.8,4,0,1,0,-2.5,82,2,1,2.6,4.7,262,7,24,245,5.2,-0.4,25,9,16,96,6.2,27,9,9,11,0.1,0.12,0.22,11.34,1.16,1.61,2.13,0.76,0.06,0.39,2,9.74,11.38,7.1,0,0.05,0.47,0.08,0.08,1,0,0,0.1,0.07,0.39,0,1.13,0.25,0,0.25,9.5,1.58,1.25,1.75,0.71,0.2,0.75,2,9.75,12.5,0,0,0.1,0,7.33,1.67,1,0.67,1.33,0,8.24,0.13,0,0,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,bellows,k,bellows3200wk,87209-70917,W,k,Kieffer Bellows,bellows,3.160000038,20,3200,PHI@EDM,PHI,EDM,,,,,,W/UTIL,bellows3200wk,2500
belzile3500wa,27.17,Alex Belzile,3500,W,0,MTL,NJD-V.Vanecek,5.5,7,4,-0.6,1.6,4,0,1,0,-4.5,94,0,3,2.3,4.4,287,6.5,19,275,8.4,0.8,12,10,10,39,8.4,55,44,44,9,0.1,0.5,0.6,11.72,3.07,1.4,2.1,0.67,0.07,0.7,2.1,10,10.2,7.3,0,0,0.06,0,0,0,0,0,0.1,0.5,0,0,1.42,0.1,0.5,0.6,11.72,3.07,1.4,2.1,0.67,0.07,0.7,2.1,10,10.2,0,0,0.06,0,9.8,2.6,1.8,0.8,2.2,0,12.14,0.02,0,0,45.84,41.35,45.18,47.13,49.13,3.11,0.17,2.94,0.21,40.1,53,50.6,50.09,2.9,0.24,2.91,0.19,50.71,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,belzile,a,belzile3500wa,87209-82183,W,a,Alex Belzile,belzile,8.559999847,10,3500,MON@NJ,MON,NJ,,,,,,W/UTIL,belzile3500wa,3100
benoit3800ds,31.4,Simon Benoit,3800,D,0,ANA,TB-A.Vasilevskiy,4.9,6.3,3.5,-2.25,1.3,3,0,0,0,-4.3,45,2,1,2,4.8,430,6.5,22,365,5.1,-1.5,59,11,21,87,5.6,50,10,50,10,0.04,0.05,0.09,17.74,0.3,1.18,1.56,0.75,0.03,1.47,2.65,12.35,16.81,9.25,0,0,0.03,0,0.03,0,0,0,0.04,0.05,0.76,0,0.87,0.09,0.09,0.18,20.48,0.53,1.09,1.36,0.8,0.08,1.91,3,12.45,18.82,0,0,0.04,0,11.71,3.29,0.71,2.57,1.14,0,20.87,0.03,0,0,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,benoit,s,benoit3800ds,87209-97098,D,s,Simon Benoit,benoit,5.644444218,54,3800,ANH@TB,ANH,TB,,,,,,D/UTIL,benoit3800ds,2700
berggren5200wj,42.91,Jonatan Berggren,5200,W,0,DET,WAS-D.Kuemper,6.79,8.7,4.9,-2.62,1.3,3,2,2,0,-1.2,1,0,3,2.8,3.4,132,6,52,132,7.6,-0.7,14,8,20,48,8.1,40,30,60,10,0.27,0.22,0.49,13.71,2.15,1.46,2.05,0.71,0.18,0.46,1.93,8.88,10.48,6.83,0.1,0.1,1.92,0.3,0.43,0.71,0,0,0.17,0.12,0.29,0,1.55,0.36,0,0.36,14.83,1.46,1.18,1.91,0.62,0.31,0.73,1.91,8,11.82,0.18,0,2.12,0.18,7.29,1.86,1.29,0.57,2.29,0.29,14.81,1.87,0.14,0,43.53,39.86,46.23,47.62,46.07,3.22,0.2,2.69,0.18,36.73,51.3,50.55,45.8,3.27,0.25,2,0.2,44.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,berggren,j,berggren5200wj,87209-151490,W,j,Jonatan Berggren,berggren,8.19047619,42,5200,DET@WSH,DET,WSH,,,,,,W/UTIL,berggren5200wj,2700
bertuzzi4300wt,61.13,Tyler Bertuzzi,4300,W,0,DET,WAS-D.Kuemper,10.81,13.6,8,3.15,2.5,1,1,5,0,-1.9,95,0,3,2.8,3.4,132,6,52,132,10.4,-0.5,39,13,18,86,11.2,70,40,20,10,0.2,0.41,0.61,18.1,2.02,2.39,3.25,0.73,0.09,0.63,3.02,12.62,13.68,9.66,0.06,0.16,2.87,0.6,0.81,0.74,0,0,0.14,0.24,0.49,0.06,2.54,0.22,0.56,0.78,17.17,2.73,2,2.67,0.75,0.11,0.44,2.44,11.78,13.11,0.11,0.22,3.34,0.44,10.14,2.29,1.71,0.57,2.43,0.43,17.13,3.59,0.14,0.29,43.53,39.86,46.23,47.62,46.07,3.22,0.2,2.69,0.18,36.73,51.3,50.55,45.8,3.27,0.25,2,0.2,44.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,bertuzzi,t,bertuzzi4300wt,87209-43135,W,t,Tyler Bertuzzi,bertuzzi,8.670833588,24,4300,DET@WSH,DET,WSH,,,,,,W/UTIL,bertuzzi4300wt,4000
binnington7100gj,40.6,Jordan Binnington,7100,G,0,STL,CAR-FAndersen,13,16.4,9.6,-2.64,1.8,1,0,6,0,-4.4,50,0,0,2.1,4.1,287,6,17,215,16.4,0,41,31,19,96,15.7,62,25,12,8,2.85,0,0,0,0,28.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61,51.96,0,0,0,0,0,0,42.9,51.8,0,0,0,0,56,2/21/2023,0,26.1,0.52,0.39,56.45,0.05,26.4,3.38,0.38,0.75,49.74,3.22,34.66,2.5,0.23,3.15,0.19,4.2,32.1,2.9,0.21,2.5,0.28,33.75,CAR,binnington,j,binnington7100gj,87209-15339,G,j,Jordan Binnington,binnington,14.00888943,45,7100,STL@CAR,STL,CAR,,,,,,G,binnington7100gj,7100
blackwell3400wc,35.42,Colin Blackwell,3400,W,0,CHI,VGK-A.Hill,4.88,6.3,3.5,-1.02,1.4,4,0,0,0,-3.7,72,1,2,2.5,4.2,232,6.5,28,235,4.9,-1.5,49,16,43,93,4,45,18,54,11,0.09,0.15,0.24,11.67,1.23,1.16,1.49,0.78,0.08,0.39,1.55,7.96,9.71,5.71,0,0,0.2,0.04,0.04,1,0.02,0.01,0.07,0.14,0.21,0,1.02,0.08,0.17,0.25,12.23,1.23,1.08,1.42,0.76,0.08,0.17,1.25,9.5,10.58,0,0,0,0,11,1.43,1.14,0.29,1.43,0,12.25,0,0,0,44.87,39.2,47.76,50.17,50.15,2.88,0.18,2.33,0.24,40.08,48.2,50.42,49.5,2.58,0.03,1.9,0.16,49,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,blackwell,c,blackwell3400wc,87209-73970,W,c,Colin Blackwell,blackwell,3.816000061,50,3400,VGK@CHI,CHI,VGK,,,,,,W/UTIL,blackwell3400wc,2500
blais3500ws,17.79,Sammy Blais,3500,W,0,STL,CAR-F.Andersen,6.29,8,4.5,0.19,1.8,2,2,6,0,-2.5,72,0,2,2.1,4.1,287,6,16,215,3.6,-1.2,22,6,20,105,6.9,50,20,20,10,0.04,0.11,0.16,10.09,0.95,0.91,1.31,0.69,0.05,0.42,1.33,7.67,9.13,5.56,0,0,0.41,0.09,0.09,1,0,0,0.04,0.11,0.22,0,1.68,0.29,0,0.29,12.27,1.42,1.57,2.14,0.73,0.18,0.57,2.14,8.57,10.86,0,0,1.25,0.43,8.57,2.14,1.57,0.57,2.14,0.43,12.27,1.25,0,0,40.35,40.76,36.82,47.61,51.96,2.94,0.26,3.3,0.19,42.8,37.2,42.9,51.8,3.2,0.16,2.7,0.11,56,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,blais,s,blais3500ws,87209-58881,W,s,Sammy Blais,blais,3.555555556,45,3500,STL@CAR,STL,CAR,,,,,,W/UTIL,blais3500ws,2600
boeser6400wb,71.1,Brock Boeser,6400,W,0,VAN,NAS-J.Saros,10.74,13.5,7.9,-1.01,1.7,2,2,2,0,-3.7,16,0,3,3,3.7,135,6.5,37,140,11.1,0.1,51,22,32,85,11.7,50,30,50,10,0.24,0.49,0.73,17.23,2.54,2.35,3.37,0.7,0.1,0.38,2.73,12.58,12.88,9.55,0.09,0.09,2.67,0.59,0.91,0.64,0,0,0.15,0.39,0.32,0,2.48,0.09,0.73,0.82,17.08,2.88,2.09,2.82,0.74,0.04,0.27,2.36,12.36,13.36,0,0.18,2.28,0.45,12.43,2.43,2.29,0.14,3,0.71,16.93,2.05,0,0.29,44.91,43.44,47.57,46.23,44.95,3.17,0.27,3.33,0.23,44.64,43.89,41.09,49.78,3,0.21,2.56,0.22,47,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,boeser,b,boeser6400wb,87209-79857,W,b,Brock Boeser,boeser,10.92244923,49,6400,VAN@NSH,VAN,NSH,,,,,,W/UTIL,boeser6400wb,4700
boldy6500wm,77.98,Matt Boldy,6500,W,0,MIN,LA-P.Copley,14.86,18.6,11.1,2.91,2.3,2,1,18,0,-4.2,86,0,2,3.2,2.9,-125,6,52,-130,11.4,-0.1,53,19,39,96,13.5,81,9,18,11,0.26,0.42,0.68,16.72,2.44,2.83,4,0.71,0.09,0.35,3.18,12.04,10.82,9.21,0.08,0.19,3.3,0.75,1.09,0.69,0,0,0.18,0.23,0.51,0.01,2.86,0.25,0.5,0.75,19.96,2.25,4.08,5.5,0.74,0.06,0.5,4.58,15.92,12,0.17,0.33,3.93,1.25,16,4.38,3.75,0.63,5.13,1.25,20.25,3.95,0,0.38,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,boldy,m,boldy6500wm,87209-148097,W,m,Matt Boldy,boldy,12.53035736,56,6500,LA@MIN,MIN,LA,,,,,,W/UTIL,boldy6500wm,5900
boqvist3700wj,62.09,Jesper Boqvist,3700,W,0,NJD,MTL-S.Montembeault,4.66,6,3.3,-1.83,1.3,4,0,0,0,-2.6,50,0,2,4.4,2.3,-370,6.5,81,-350,5.2,-1.2,50,19,38,88,5.3,45,18,18,11,0.14,0.17,0.31,12.1,1.54,1.04,1.51,0.69,0.14,0.31,1.35,10.09,10.2,7.47,0,0.01,0.32,0.01,0.07,0.2,0,0,0.14,0.15,0.1,0,0.93,0,0.43,0.43,11.68,2.21,0.71,1.29,0.56,0,0.43,1.14,9.29,10.14,0,0,0.38,0,8.2,1.2,0.6,0.6,1,0,11.09,0.54,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,boqvist,j,boqvist3700wj,87209-97233,W,j,Jesper Boqvist,boqvist,4.083333333,48,3700,MON@NJ,NJ,MON,,,,,,W/UTIL,boqvist3700wj,2500
bortuzzo3600dr,27.35,Robert Bortuzzo,3600,D,0,STL,CAR-F.Andersen,3.13,4,2.2,-3.59,0.9,3,0,1,0,0,45,0,2,2.1,4.1,287,6,16,215,3.3,-2.6,38,5,34,96,1.6,12,0,12,8,0.01,0.04,0.05,12.45,0.24,0.56,0.84,0.67,0.02,1.19,1.75,8.29,10.03,6.46,0,0,0,0,0,0,0,0,0.01,0.04,0.53,0,0.59,0,0,0,12.65,0,0.5,1.5,0.33,0,0.5,1,10.5,8.5,0,0,0,0,9,2,1,1,2,0,14.32,0,0,0,40.35,40.76,36.82,47.61,51.96,2.94,0.26,3.3,0.19,42.8,37.2,42.9,51.8,3.2,0.16,2.7,0.11,56,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,bortuzzo,r,bortuzzo3600dr,87209-8847,D,r,Robert Bortuzzo,bortuzzo,2.787878788,33,3600,STL@CAR,STL,CAR,,,,,,D/UTIL,bortuzzo3600dr,2500
bouchard4500de,76.9,Evan Bouchard,4500,D,0,EDM,PHI-C.Hart,9.67,12.2,7.2,1.01,2.1,3,2,4,0,-2.6,45,0,2,4.7,2.6,-342,7,76,-295,9.1,-0.7,60,21,36,105,6.8,55,22,44,9,0.09,0.36,0.44,17.96,1.47,2.32,3.2,0.72,0.04,1.07,3.38,16.66,13.13,12.11,0.01,0.09,1.68,0.3,0.46,0.64,0,0.01,0.08,0.26,0.29,0,1.51,0,0.3,0.3,16.5,1.09,1.7,2.4,0.71,0,0.7,2.4,13.8,10,0,0.1,1.52,0.2,14.29,2.29,1.71,0.57,2.57,0.57,17.06,1.99,0,0.14,50.09,47.36,50.01,44.84,43.18,3.24,0.31,2.74,0.24,49.6,51.42,40.5,44.17,2.8,0.36,2.67,0.19,45.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,bouchard,e,bouchard4500de,87209-97129,D,e,Evan Bouchard,bouchard,7.78421074,57,4500,PHI@EDM,EDM,PHI,,,,,,D/UTIL,bouchard4500de,3400
bratt7200wj,89.77,Jesper Bratt,7200,W,0,NJD,MTL-S.Montembeault,15.65,19.6,11.7,2.34,2.2,1,1,10,0,-0.4,50,0,2,4.4,2.3,-370,6.5,81,-350,14.2,0.5,72,31,22,88,11,72,18,27,11,0.39,0.57,0.97,17.85,3.26,2.51,3.67,0.68,0.16,0.39,2.9,16.04,12.28,12.13,0.08,0.22,3.03,0.39,0.58,0.67,0,0,0.31,0.36,0.07,0.01,2.77,0.36,0.36,0.73,17.9,2.45,2.18,3.18,0.69,0.17,0.09,2.27,17.36,15.64,0.09,0.09,2.21,0.18,17.71,2.29,2.14,0.14,3.43,0.43,17.98,2.61,0.14,0.14,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,bratt,j,bratt7200wj,87209-80369,W,j,Jesper Bratt,bratt,14.02678571,56,7200,MON@NJ,NJ,MON,,,,,,W/UTIL,bratt7200wj,6000
broberg3900dp,56.7,Philip Broberg,3900,D,0,EDM,PHI-C.Hart,3.76,4.9,2.7,-3.61,1,3,0,1,0,-2.6,11,0,2,4.7,2.6,-342,7,76,-295,5,-0.8,25,7,15,92,5.2,44,22,55,9,0.03,0.2,0.23,13.46,1.02,0.95,1.26,0.76,0.03,0.78,1.73,11.72,9.59,8.38,0,0,0.24,0.03,0.05,0.5,0,0,0.03,0.2,0.1,0,0.72,0,0.3,0.3,15.31,1.18,0.6,0.8,0.75,0,0.8,1.4,12.8,11,0,0,0,0,12,1.71,0.71,1,1,0,14.87,0,0,0,50.09,47.36,50.01,44.84,43.18,3.24,0.31,2.74,0.24,49.6,51.42,40.5,44.17,2.8,0.36,2.67,0.19,45.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,broberg,p,broberg3900dp,87209-113270,D,p,Philip Broberg,broberg,4.387096774,31,3900,PHI@EDM,EDM,PHI,,,,,,D/UTIL,broberg3900dp,2500
brodie3700dt,74.5,T.J. Brodie,3700,D,0,TOR,BUF-U.Luukkonen,6.67,8.5,4.9,-0.27,1.8,2,0,0,0,-2.3,50,0,2,4,3.1,-175,7,51,-164,7.2,-0.3,53,18,24,98,6.2,60,20,10,10,0.03,0.32,0.35,21.65,0.97,1.04,1.37,0.76,0.02,1.6,2.64,16.32,14.68,12.51,0,0.01,0.24,0,0.03,0,0,0.03,0.03,0.29,0.29,0,0.95,0,0.29,0.29,21.45,0.81,0.43,0.43,1,0,2,2.43,17.43,17,0,0,0.09,0,17.8,2.4,0.4,2,0.4,0,21.62,0.13,0,0,48.12,47.33,42.07,42.7,44.77,3.12,0.24,2.73,0.26,53.09,44.1,44.82,45,2.45,0.3,2.2,0.32,45.25,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,brodie,t,brodie3700dt,87209-11158,D,t,T.J. Brodie,brodie,7.142857143,35,3700,TOR@BUF,TOR,BUF,,,,,,D/UTIL,brodie3700dt,3700
brodin4500dj,72,Jonas Brodin,4500,D,0,MIN,LA-P.Copley,9.13,11.5,6.8,0.47,2,2,2,11,0,-2.2,82,0,2,3.2,2.9,-125,6,52,-130,8,-0.2,67,20,23,96,10.9,81,36,0,11,0.06,0.21,0.27,23.02,0.7,1.58,2.08,0.76,0.04,1.89,3.47,17.65,15.24,12.84,0.01,0.02,0.98,0.13,0.14,0.92,0,0.01,0.04,0.18,0.4,0.01,1.46,0.1,0.3,0.4,25.09,0.96,1.8,2.9,0.62,0.06,2.4,4.2,22,16.5,0,0,0.67,0,22.17,4.83,2,2.83,2.83,0,25.08,0.96,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,brodin,j,brodin4500dj,87209-23438,D,j,Jonas Brodin,brodin,7.974999746,48,4500,LA@MIN,MIN,LA,,,,,,D/UTIL,brodin4500dj,3900
bryson3700dj,46.8,Jacob Bryson,3700,D,0,BUF,TOR-I.Samsonov,2.82,3.6,2,-4.12,0.8,3,0,1,0,-3.8,29,0,3,3.1,4,145,7,49,136,3.8,-3,37,9,49,85,1.9,33,0,33,9,0.03,0.11,0.14,16.18,0.52,0.51,0.69,0.74,0.05,1.07,1.58,12.71,12.6,9.62,0.01,0,0.3,0.03,0.04,0.67,0,0.01,0.01,0.09,0.11,0,0.61,0,0,0,13.7,0,0.71,0.71,1,0,0.71,1.43,11.71,13,0,0,0.09,0,9,2,0,2,0,0,16.03,0.17,0,0,45.22,44.77,42.7,42.07,47.33,3.19,0.25,3.12,0.22,45,44.82,44.1,53.09,2.8,0.18,2.91,0.06,53.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,bryson,j,bryson3700dj,87209-103573,D,j,Jacob Bryson,bryson,4.381395207,43,3700,TOR@BUF,BUF,TOR,,,,,,D/UTIL,bryson3700dj,2500
bunting6200wm,88.69,Michael Bunting,6200,W,0,TOR,BUF-U.Luukkonen,11.39,14.3,8.4,0.03,1.8,1,2,8,0,1.3,41,0,2,4,3.1,-175,7,51,-164,11.2,1.1,56,28,39,98,10.6,40,20,60,10,0.27,0.51,0.78,16.04,2.92,2.07,3.13,0.66,0.13,0.28,2.36,15.7,12.66,11.68,0.05,0.06,1.81,0.23,0.33,0.7,0,0,0.22,0.44,1.28,0.02,2.39,0.36,0.18,0.55,16.15,2.04,2.36,3.55,0.67,0.15,0.18,2.55,16.18,15.09,0.18,0.09,1.88,0.27,15.4,2.4,2.2,0.2,3.2,0.6,15.81,1.88,0.2,0.2,48.12,47.33,42.07,42.7,44.77,3.12,0.24,2.73,0.26,53.09,44.1,44.82,45,2.45,0.3,2.2,0.32,45.25,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,bunting,m,bunting6200wm,87209-66617,W,m,Michael Bunting,bunting,10.56842148,57,6200,TOR@BUF,TOR,BUF,,,,,,W/UTIL,bunting6200wm,4900
burns7000db,80,Brent Burns,7000,D,0,CAR,STL-J.Binnington,14.09,17.6,10.6,0.06,2,1,2,7,0,-4.7,90,0,3,4.1,2.1,-362,6,84,-265,13.3,0.5,81,29,18,88,16.3,88,44,11,9,0.19,0.55,0.74,24.28,1.83,2.69,3.99,0.68,0.07,1.36,4.06,18.49,15.08,13.76,0.05,0.25,3.14,0.62,0.93,0.66,0,0,0.15,0.3,0.59,0,1.92,0.4,0.7,1.1,22.26,2.96,2.2,3.7,0.59,0.18,1.3,3.5,17.6,13.7,0,0.3,1.94,0.2,21.25,3.5,2.25,1.25,4,1,21.17,1.99,0,0.25,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,burns,b,burns7000db,87209-8426,D,b,Brent Burns,burns,13.69636341,55,7000,STL@CAR,CAR,STL,,,,,,D/UTIL,burns7000db,6700
burroughs3700dk,55.8,Kyle Burroughs,3700,D,0,VAN,NAS-J.Saros,5.1,6.5,3.7,-1.84,1.4,3,0,1,0,0,63,0,3,3,3.7,135,6.5,37,140,5.4,-0.5,23,4,8,85,5.3,30,0,0,10,0.07,0,0.07,16.02,0.26,1,1,1,0.07,1.89,2.89,12.08,15.12,9.08,0,0,0.02,0,0.04,0,0,0,0.07,0,1.29,0,1.25,0,0,0,13.87,0,1.67,1.67,1,0,1.67,3.33,11.67,12,0,0,0.03,0,12,3,3,0,3,0,10.38,0,0,0,44.91,43.44,47.57,46.23,44.95,3.17,0.27,3.33,0.23,44.64,43.89,41.09,49.78,3,0.21,2.56,0.22,47,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,burroughs,k,burroughs3700dk,87209-59256,D,k,Kyle Burroughs,burroughs,5.426087089,23,3700,VAN@NSH,VAN,NSH,,,,,,D/UTIL,burroughs3700dk,2700
byfield3600cq,51.6,Quinton Byfield,3600,C,0,LA,MIN-F.Gustavsson,4.82,6.2,3.4,-1.19,1.3,1,0,1,0,-4.4,97,0,3,2.9,3.2,105,6,48,110,5.5,-0.1,40,19,42,71,7.6,66,44,33,9,0.1,0.26,0.36,12.78,1.69,1.09,1.81,0.6,0.1,0.34,1.43,10.26,9.98,7.75,0.02,0.02,0.91,0.21,0.28,0.75,0,0,0.09,0.24,0.55,0,2.11,0.1,0.5,0.6,14.04,2.56,1.9,2.5,0.76,0.05,0.4,2.3,11.5,10.3,0.1,0,1.43,0.6,12.25,2.25,1.75,0.5,2.5,0.75,12.75,1.22,0,0,46.04,47.96,42.15,44.44,44.61,3.24,0.23,3.28,0.23,44.8,45.17,45.9,50.08,3.1,0.35,2.92,0.09,51.5,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,byfield,q,byfield3600cq,87209-142016,C,q,Quinton Byfield,byfield,5.615624905,32,3600,LA@MIN,LA,MIN,,,,,,C/UTIL,byfield3600cq,3500
