rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
34.18,Kyle Rudolph,4300,NYG,CAR,,,2.82,4,1.7,-1.78,0.7,0.5,1.8,4.6,-8,0.5,0,0,1,0,0.14,-0.9,45,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.19,0.06,60,0.49,0,2.9,-200,1.91,0.08,75,0,0,40,4.2,-0.4,-1700,1.4,0.09,52,0.1,0,19,TE,37,0,0,0,0,3,2,24,12,11.2,0,0,0,0,0.09,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,rudolph,kyle rudolph,k,rudolph4300tek
33.57,TJ Hockenson,6200,DET,@LA,,,9.21,12.3,6.1,0.17,1.5,5.6,7.8,9.04,4,0.97,1,0,7,0,0.77,-1.1,51,17,34,0,17,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.29,0.18,0,0,0,5.7,-100,0.95,0.11,50,0,0.5,40,9.5,0.5,200,1.35,0.19,61,0.28,0.23,21,TE,37,0,0,0,0,7,4,49,19,10.2,0.3,0,0.357,0,0.19,0.2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,hockenson,tj hockenson,t,hockenson6200tet
17.84,Ryan Griffin,4500,NYJ,@NE,,,3.96,5.5,2.5,-1.11,0.9,0.7,2,5.07,-6,0.57,0,0,0,0,0.06,-1.8,31,17.5,25,-0.8,7.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0,56,0.37,0,1.1,500,0.46,0.03,33,0,0.66,30,2.4,-0.7,-1500,1.76,0.08,27,0,0.11,18,TE,37,0,0,0,0,1,0,7,5,90,0,0,0,0,0.048,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,griffin,ryan griffin,r,griffin4500ter
13.11,Jordan Akins,4600,HOU,@ARI,,,3.89,5.4,2.4,-1.41,0.8,0.5,2.3,5.3,-6,0.57,0,0,0,0,0.06,-4,30,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.38,0.06,0,0,0,2.7,400,0.8,0.11,66,0.33,0.33,30,3.6,-1.5,-1400,1,0.12,50,0.1,0.3,20,TE,37,0,0,0,0,3,2,23,10,9.9,0,0,0,0,0.113,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,akins,jordan akins,j,akins4600tej
11.35,Pharaoh Brown,4500,HOU,@ARI,,,2.64,3.8,1.5,-2.43,0.6,0.5,2.6,5.07,-9,0.47,0,0,0,0,0.09,-4,29,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.06,0,0,0,0,2,0,0.76,0.05,66,0,0.33,30,50,0.2,-1500,2.8,0.17,40,0.15,0.05,20,TE,37,0,0,0,0,1,1,15,9,11.7,0.1,0,0.667,0,0.057,0.077,0.057,0,0,0,0,0,0,0,0,0,0,0,0,brown,pharaoh brown,p,brown4500tep
79.3,LA Rams,4900,LA,DET,,,8.4,17.2,-0.4,-0.87,1.7,7.9,7,9.27,3,0.88,0,0,3,0,0.99,-1.3,0,34,17,1,-17,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,8.78,0,0,0,0,0,0,0,0,0,0,0,0,6.4,900,0,0,80,0.6,0.2,50,9.4,2.1,-1100,0,0,86,0.56,0.13,23,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,30,0.4957,0.4767,0.0187,0.0331,6.37,8.75,5.21,3.67,0.1857,rams,la rams,l,la rams4900
78.5,Arizona,5000,ARI,HOU,,,8.3,17.1,-0.5,-1.29,1.7,14.9,11,9.59,-2,0.56,0,0,3,0,0.02,-0.2,0,34,13.5,1.5,-20.5,47.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,8.15,0,0,0,0,0,0,0,0,0,0,0,0,11.5,400,0,0,100,0.75,0,40,7.2,0.9,-1000,0,0,84,0.47,0.15,19,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.7,0.5163,0.5274,0.0125,0.0412,6.98,8.25,4.47,3.08,0.2197,arizona,arizona,a,arizona5000
72.95,Tampa Bay,4400,TB,CHI,,,8.2,17.3,-0.9,0.54,1.9,18.9,23,7.66,-1,0.63,0,0,5,0,0.97,-0.6,0,29.8,17.3,-1.2,-12.5,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,5.89,0,0,0,0,0,0,0,0,0,82,0.72,0.18,5,500,0,0,80,0.4,0.2,50,70,-0.5,-1600,0,0,86,0.43,0.13,23,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,30,0.5178,0.4785,0.0145,0.0443,6.89,10.57,4.93,2.79,0.2432,bay,tampa bay,t,tampa bay4400
71.4,New England,4800,NE,NYJ,,,9.3,17.5,1.1,0.35,1.9,9.6,12,8.95,3,0.88,0,0,5,0,0.2,1.6,0,25,17.5,0.2,-7.5,42.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,5.45,0,0,0,0,0,0,0,0,0,56,0.37,0,3.3,100,0,0,100,0,0,40,5.9,-1,-1200,0,0,90,0.2,0.1,20,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.7,0.5094,0.5353,0.0178,0.0385,7.46,10,5.64,3.91,0.2063,england,new england,n,new england4800
68.3,Carolina,4500,CAR,@NYG,,,7.6,16.1,-0.9,-0.39,1.7,2.1,2,7.99,6,0.94,0,0,3,0,0.59,-0.5,0,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,6.98,0,0,0,0,0,0,0,0,0,60,0.49,0,3.7,800,0,0,66,0.66,0.33,30,7.2,1.9,-1500,0,0,94,0.52,0.05,19,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.6,0.4973,0.5012,0.0074,0.0468,7.11,9.73,4.93,2.69,0.2397,carolina,carolina,c,carolina4500
58.9,Baltimore,4300,BAL,CIN,,,7.4,16.3,-1.5,0.06,1.7,2.6,-1,7.34,6,0.94,0,0,2,0,0.2,-1.2,0,26.3,19.8,-0.7,-6.5,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,5.23,0,0,0,0,0,0,0,0,0,62,0.62,0,7.8,-100,0,0,100,0.5,0,40,6.9,-0.8,-1700,0,0,90,0.45,0.09,22,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.6,0.5059,0.475,0.0116,0.0388,6.78,80,3.81,2.53,0.2031,baltimore,baltimore,b,baltimore4300
53.75,Green Bay,4100,GB,WAS,,,7.2,15.8,-1.4,0.5,1.8,8,14,6.7,-2,0.56,0,0,4,0,0.75,-2.4,0,27,21,-2.5,-6,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,6.92,0,0,0,0,0,0,0,0,0,50,0.56,0,7,100,0,0,100,1,0,50,5.7,-0.8,-1900,0,0,83,0.37,0.16,24,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.4983,0.5251,0.0151,0.041,6.75,10,5.6,2.77,0.2,bay,green bay,g,green bay4100
51.75,NY Giants,3600,NYG,CAR,,,6.4,13.8,0,1.31,1.8,12.3,17,5.09,-5,0.39,0,0,2,0,0.48,0.6,0,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,5.98,0,0,0,0,0,0,0,0,0,60,0.49,0,3,-300,0,0,100,0.25,0,40,5.4,0.2,-2400,0,0,100,0.27,0,18,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.4,0.5439,0.4964,0.0117,0.0389,7.28,9.8,4.57,2.54,0.2041,giants,ny giants,n,ny giants3600
48.6,NY Jets,3300,NYJ,@NE,,,5.9,13.1,-1.3,1.77,1.8,7.7,-3,4.13,-5,0.39,0,0,2,0,0.68,2.7,0,17.5,25,-0.8,7.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.88,0,0,0,0,0,0,0,0,0,56,0.37,0,5,100,0,0,100,0.33,0,30,5.2,1.2,-2700,0,0,82,0.41,0.17,17,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.5277,0.5024,0.0031,0.0404,7.34,11.73,5.07,2.86,0.1705,jets,ny jets,n,ny jets3300
45.5,Philadelphia,3500,PHI,@LV,,,6.1,13.3,-1.1,1.33,1.7,3,1,4.77,0,0.73,0,0,1,0,0.37,-2.2,0,24.8,23.8,2.5,-1,48.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,7.32,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,83,0.5,0.16,60,60,0.4,-2500,0,0,85,0.5,0.15,20,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.3,0.5407,0.4716,0.0104,0.0424,7.64,9.8,5.8,3.57,0.2177,philadelphia,philadelphia,p,philadelphia3500
44.65,Miami,4000,MIA,ATL,,,5.6,12.7,-1.5,-0.78,1.4,0.5,4,6.38,2,0.84,0,0,1,0,0.75,2.2,0,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,6.59,0,0,0,0,0,0,0,0,0,84,0.78,0.07,3.5,200,0,0,75,0.25,0.25,40,6.9,0.3,-2000,0,0,78,0.36,0.21,19,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0.4991,0.4634,0.0161,0.0456,8.25,11.86,5.75,3.18,0.1687,miami,miami,m,miami4000
41,Atlanta,3900,ATL,@MIA,,,5.9,13,-1.2,-0.16,1.5,3.1,6,6.06,-4,0.44,0,0,0,0,0.37,-0.3,0,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,5.59,0,0,0,0,0,0,0,0,0,84,0.78,0.07,3.7,400,0,0,100,0.33,0,30,4.4,0.4,-2100,0,0,78,0.31,0.21,19,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.3,0.4991,0.5124,0.0088,0.0458,7.4,9.33,4.43,2.82,0.2286,atlanta,atlanta,a,atlanta3900
33.3,Las Vegas,4200,LV,PHI,,,6.4,13.8,0,-0.62,1.5,0.8,6,7.02,8,0.97,0,0,1,0,0.37,0.3,0,23.8,24.8,-1.5,1,48.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,4.78,0,0,0,0,0,0,0,0,0,0,0,0,4.8,200,0,0,75,0.25,0.25,40,3.7,-1,-1800,0,0,63,0.36,0.36,22,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.4,0.4976,0.4816,0.0102,0.0459,6.97,10.24,5.69,3.33,0.2184,vegas,las vegas,l,las vegas4200
33.25,Cincinnati,3500,CIN,@BAL,,,5.9,13,-1.2,1.13,1.7,1.3,6,4.77,0,0.73,0,0,1,0,0.8,0.1,0,19.8,26.3,-0.7,6.5,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.13,0,0,0,0,0,0,0,0,0,62,0.62,0,5.8,100,0,0,100,0.4,0,50,4.7,-0.6,-2500,0,0,85,0.42,0.14,21,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.4991,0.4782,0.0101,0.0403,6.98,10.31,4.88,2.63,0.2,cincinnati,cincinnati,c,cincinnati3500
32.8,Kansas City,3400,KC,@TEN,,,6.2,13.3,-0.9,1.75,1.8,5.4,3,4.45,-2,0.56,0,0,1,0,0.75,0.8,0,31.5,27.5,1,-4,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,4.31,0,0,0,0,0,0,0,0,0,76,0.58,0.02,2.3,-300,0,0,50,0.25,0.5,40,60,-1,-2600,0,0,76,0.28,0.23,21,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.4,0.5191,0.5568,0.0125,0.0537,7.57,10.44,6.5,3.85,0.2635,city,kansas city,k,kansas city3400
25.4,Washington,3800,WAS,@GB,,,4.4,9.9,-1.1,-1.33,1.2,0,7,5.73,1,0.79,0,0,0,0,0.09,-0.2,0,21,27,1.5,6,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,6.54,0,0,0,0,0,0,0,0,0,50,0.56,0,3.8,100,0,0,75,0.5,0.25,40,6.5,0.9,-2200,0,0,75,0.45,0.25,20,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0.4883,0.4689,0.0119,0.0404,6.63,10.06,5.62,3.6,0.1677,washington,washington,w,washington3800
19.55,Houston,3000,HOU,@ARI,,,4.3,9.7,-1.1,1.14,1.4,0.9,7,3.16,-5,0.39,0,0,1,0,0.59,0.2,0,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,5.35,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-100,0,0,66,0.33,0.33,30,4.9,-1.3,-3000,0,0,80,0.35,0.2,20,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.7,0.5583,0.5411,0.0081,0.0531,8.23,9.81,5.06,3.6,0.2357,houston,houston,h,houston3000
19.4,Tennessee,3200,TEN,KC,,,4.5,10,0,0.69,1.4,0.9,19,3.81,-3,0.5,0,0,1,0,0.48,1.4,0,27.5,31.5,1.5,4,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,3.82,0,0,0,0,0,0,0,0,0,76,0.58,0.02,5.8,-1300,0,0,100,0.25,0,40,5.2,-1.4,-2800,0,0,68,0.36,0.31,22,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.9,0.5252,0.5171,0.0119,0.053,7.51,13.82,7.06,3.76,0.1957,tennessee,tennessee,t,tennessee3200
17.8,Chicago,3700,CHI,@TB,,,4.6,10.3,-1.1,-0.81,1.2,0,-2,5.41,3,0.88,0,0,1,0,0.68,-3.5,0,17.3,29.8,-0.7,12.5,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,7.83,0,0,0,0,0,0,0,0,0,82,0.72,0.18,6.5,-400,0,0,100,0.5,0,40,6.8,0,-2300,0,0,85,0.38,0.14,21,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.8,0.5303,0.4525,0.0095,0.0483,7.78,9.94,4.67,3.45,0.2075,chicago,chicago,c,chicago3700
16.25,Detroit,3100,DET,@LA,,,3.9,8.9,-1.1,0.42,1.3,0.2,0,3.48,-2,0.56,0,0,1,0,0.59,-0.6,0,17,34,0,17,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,5.62,0,0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,100,0.5,0,40,2.6,-1.3,-2900,0,0,55,0.2,0.45,20,D,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.5,0.5851,0.5287,0.0057,0.0605,9.3,10.35,6.07,3.67,0.2614,detroit,detroit,d,detroit3100
