,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,buzz,sr,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
pollard5700rbt,60.34,Tony Pollard,5700,DAL,CIN,,,7.9,10.3,5.5,-0.53,1.4,0.9,8.43,15,0.99,0,0,2,0,0.98,-1.7,25,17.3,24.3,-8.7,7,41.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,5.6,0.1,0.535,1.29,0.18,0.12,0,0,0,3.2,200,0,0,0,0,0.33,30,9.2,0.4,-300,0.76,0.37,69,0.3,0.08,23,RB,9.14.22,0.154,0.399,0.825,9,3,2,22,12,8.8,0,0,0.063,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,pollard,tony pollard,t,pollard5700rbt,80468-63759,RB,t,Tony Pollard,pollard,3.200000048,1,5700,CIN@DAL,DAL,CIN,,,,,,RB/FLEX,ryland,ryland,tony,pollard5700rbt
renfrow5600wrh,91.32,Hunter Renfrow,5600,LV,ARI,,,9.85,13.4,6.3,0.95,1.8,11.7,8.9,-13,0.5,0,1,6,0,0.98,0.5,45,28.5,23,1.7,-5.5,51.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.78,0.17,0,0,0,3.6,-300,0,0,33,0,0,30,11.7,1.4,-400,1.63,0.26,85,0.4,0.05,20,WR,9.14.22,0,0,0,0,7,5,56,19,10,0.5,0,0.333,0,0.216,0.429,0.221,34.6,15.9,0,0,0,0,0,0,0,0,0,0,renfrow,hunter renfrow,h,renfrow5600wrh,80468-57986,WR,h,Hunter Renfrow,renfrow,3.599999905,1,5600,ARI@LV,LV,ARI,,,,,,WR/FLEX,ryland,ryland,hunter,renfrow5600wrh
reynolds4900wrj,58.65,Josh Reynolds,4900,DET,WAS,,,5.31,7.7,2.9,-1.99,1.1,0.8,7.3,2,0.87,0,0,1,0,0.66,-3,39,24.8,23.8,3,-1,48.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.11,0,0,0,0,3.1,-200,0,0,0,0,0.66,30,6.6,-0.2,-1100,1.61,0.17,31,0.09,0.18,22,WR,9.14.22,0,0,0,0,4,2,33,14,13.7,0.2,0,0,0,0.129,0.1,0.138,28.3,24.4,0,0,0,0,0,0,0,0,0,0,reynolds,josh reynolds,j,reynolds4900wrj,80468-53097,WR,j,Josh Reynolds,reynolds,3.299999952,1,4900,WAS@DET,DET,WAS,,,,,,WR/FLEX,ryland,ryland,josh,reynolds4900wrj
robinson5100wrd,41.98,Demarcus Robinson,5100,BAL,MIA,,,5.23,7.5,2.9,-2.53,1,0.1,7.76,35,0.99,0,0,0,0,0.08,-3.7,38,23.8,20.3,-1.2,-3.5,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.06,0,79,0.58,0,12.2,200,0,0,66,0.33,0,30,60,-1.7,-900,2.45,0.16,43,0.21,0.17,23,WR,9.14.22,0,0,0,0,2,1,15,11,10.6,0.2,0,0,0,0.064,0.088,0.055,14.4,8.9,0,0,0,0,0,0,0,0,0,0,robinson,demarcus robinson,d,robinson5100wrd,80468-38264,WR,d,Demarcus Robinson,robinson,2.900000095,1,5100,MIA@BAL,BAL,MIA,,,,,,WR/FLEX,ryland,ryland,demarcus,robinson5100wrd
robinson5700wra,76.23,Allen Robinson II,5700,LA,ATL,,,9.66,13.4,5.9,0.54,1.7,9.5,9.12,-10,0.56,3.8,1,2,0,0.97,-0.3,50,28.3,18.3,-2.2,-10,46.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0,0,0,0,1.7,-200,0,0,0,0,0.33,30,5.5,-2.6,-300,1.11,0.11,42,0,0.19,21,WR,9.14.22,0,0,0,0,5,2,34,17,11.7,0.1,0,0.25,0,0.182,0.111,0.182,27.9,28.4,0,0,0,0,0,0,0,0,0,0,robinson,allen robinson ii,a,robinson5700wra,80468-28643,WR,a,Allen Robinson II,robinson,1.700000048,1,5700,ATL@LAR,LAR,ATL,,,,,,WR/FLEX,ryland,ryland,allen,robinson5700wra
robinson6800rbj,44.99,James Robinson,6800,JAX,IND,,,9.28,12,6.5,-1.89,1.4,2.2,11.17,3,0.91,0,0,2,0,0.08,0,37,20.5,23.5,0,3,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,57,4.7,0.6,0.497,1.53,1.06,0.59,75,1,0.42,19.4,600,0,0,50,0.5,0,20,12.7,10,800,0.83,0.34,55,0.3,0.2,20,RB,9.14.22,0.615,0.523,0.714,12,3,2,14,8,6.9,0,0,0.333,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,robinson,james robinson,j,robinson6800rbj,80468-130288,RB,j,James Robinson,robinson,19.39999962,1,6800,IND@JAC,JAC,IND,,,,,,RB/FLEX,ryland,ryland,james,robinson6800rbj
rush6100qbc,48.84,Cooper Rush,6100,DAL,CIN,,,13.2,22,4.4,-3.83,2.2,0.4,17.03,4,0.94,0,0,1,0,0.78,-3.8,22,17.3,24.3,-8.7,7,41.5,17,7,11,105,63,9,8.77,0.8,38,64.8,116.8,19.1,59.6,21.3,7.3,2.7,6.8,1,0,-1,-0.9,0,0,0.53,0.12,0.06,0,0,0,2.2,0,0,0,0,0,1,30,4.4,-0.8,100,0.31,0.2,9,0.04,0.28,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,rush,cooper rush,c,rush6100qbc,80468-44715,QB,c,Cooper Rush,rush,2.559999943,1,6100,CIN@DAL,DAL,CIN,,,,,,QB,ryland,ryland,cooper,rush6100qbc
ryan6800qbm,65.63,Matt Ryan,6800,IND,@JAX,,,15.56,26.3,4.8,-2.84,2.3,2.2,18.4,2,0.88,0,1,1,0,0.69,0.7,59,23.5,20.5,-1.5,-3,44,51,22,32,237,67,7.2,6.18,1.3,35,132.2,248.3,25.5,44.2,27.2,4.1,2.5,6.7,2,3,4,1.9,0.1,0.316,5.76,2.59,1.24,75,1,0.42,9.9,-100,0,0,33,0.33,0.33,30,12.7,-4.1,800,0.34,0.22,66,0.38,0.28,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,ryan,matt ryan,m,ryan6800qbm,80468-6616,QB,m,Matt Ryan,ryan,16.28000069,1,6800,IND@JAC,IND,JAC,,,,,,QB,ryland,ryland,matt,ryan6800qbm
samuel5700wrc,54.57,Curtis Samuel,5700,WAS,@DET,,,9.21,12.5,6,0.09,1.6,6.3,9.12,-6,0.64,7.5,1,1,0,0.68,-1.8,16,23.8,24.8,1,1,48.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,6.8,600,0,0,33,0.33,0.66,30,3.7,-0.7,-300,1.43,0.23,8,0.04,0.25,24,WR,9.14.22,0,0,0,0,1,1,5,3,4.5,0,0,0,0,0.053,0,0.024,-3.2,0.4,0,0,0,0,0,0,0,0,0,0,samuel,curtis samuel,c,samuel5700wrc,80468-52613,WR,c,Curtis Samuel,samuel,15.19999981,1,5700,WAS@DET,WAS,DET,,,,,,WR/FLEX,ryland,ryland,curtis,samuel5700wrc
samuel8000wrd,87.46,Deebo Samuel,8000,SF,SEA,,,14.09,19.6,8.6,-0.28,1.8,9.6,14.37,6,0.93,3.8,1,6,0,0.97,-0.4,52,24.8,15.8,-1.2,-9,40.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.76,0.18,66,0.73,0.28,11.6,-400,0,0,0,0,0.33,30,17.4,2.4,2000,1.44,0.33,69,0.3,0.13,23,WR,9.14.22,0,0,0,0,7,4,81,37,17.9,0.3,0,0.25,0,0.241,0.227,0.317,37.3,25.7,0,0,0,0,0,0,0,0,0,0,samuel,deebo samuel,d,samuel8000wrd,80468-56018,WR,d,Deebo Samuel,samuel,11.60000038,1,8000,SEA@SF,SF,SEA,,,,,,WR/FLEX,ryland,ryland,deebo,samuel8000wrd
san francisco4900,58.66,San Francisco,4900,SF,SEA,,,7.6,16.6,-1.4,-1.67,1.6,4.3,9.27,5,0.91,0,0,4,0,0.51,-3.8,0,24.8,15.8,-1.2,-9,40.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,8.82,0,0,0,0,0,0,0,0,0,66,0.73,0.28,7.7,-100,0,0,100,0,0,30,70,-0.1,-1100,0,0,91,0.45,0.08,24,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.9,0.4803,0.4266,0.0093,0.041,7.27,11.63,5.79,3.67,0.1774,francisco,san francisco,s,san francisco4900,80468-12549,D,s,San Francisco 49ers,49ers,5,1,4900,SEA@SF,SF,SEA,,,,,,DEF,Francisco,Francisco,san francisco,san francisco4900
schultz5600ted,71.4,Dalton Schultz,5600,DAL,CIN,,,7.64,10.3,5,0,1.4,2,7.64,5,0.98,0,1,8,0,0.97,3.1,58,17.3,24.3,-8.7,7,41.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,0.18,0,0,0,9.7,300,0,0,33,0.33,0,30,10.7,2.3,-400,1.75,0.18,73,0.39,0.13,23,TE,9.14.22,0,0,0,0,6,4,47,16,10.6,0.5,0,0.429,0,0.169,0.222,0.167,29.3,14.2,0,0,0,0,0,0,0,0,0,0,schultz,dalton schultz,d,schultz5600ted,80468-55042,TE,d,Dalton Schultz,schultz,9.699999809,1,5600,CIN@DAL,DAL,CIN,,,,,,TE/FLEX,ryland,ryland,dalton,schultz5600ted
schwartz4900wra,37.32,Anthony Schwartz,4900,CLE,NYJ,,,2.62,4,1.2,-4.68,0.5,0.1,7.3,13,0.97,0,0,0,0,0.22,-0.8,19,23,16.5,-0.8,-6.5,39.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.06,0.06,80,0.61,0,2.9,100,0,0,50,0,0.5,20,3.4,-0.5,-1100,2.06,0.18,35,0.05,0.05,20,WR,9.14.22,0,0,0,0,1,0,4,3,9.4,0.1,0,0.5,0,0.047,0.059,0.025,6.4,8.3,0,0,0,0,0,0,0,0,0,0,schwartz,anthony schwartz,a,schwartz4900wra,80468-87662,WR,a,Anthony Schwartz,schwartz,4.400000095,1,4900,NYJ@CLE,CLE,NYJ,,,,,,WR/FLEX,ryland,ryland,anthony,schwartz4900wra
seattle3100,68.42,Seattle,3100,SEA,@SF,,,5.46,12.5,-1.6,1.98,1.8,1.7,3.48,-1,0.6,0,0,2,0,0.79,-1.1,0,15.8,24.8,-1.7,9,40.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,5.33,0,0,0,0,0,0,0,0,0,66,0.73,0.28,5.7,-300,0,0,66,0.66,0.33,30,50,-0.2,-2900,0,0,82,0.43,0.13,23,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.8,0.546,0.4948,0.0073,0.0337,7.17,11.06,6.31,40,0.1751,seattle,seattle,s,seattle3100,80468-12550,D,s,Seattle Seahawks,seahawks,7,1,3100,SEA@SF,SEA,SF,,,,,,DEF,Seahawks,Seahawks,seattle,seattle3100
shepard5800wrs,60.07,Sterling Shepard,5800,NYG,CAR,,,8.65,12.1,5.2,-0.7,1.5,2.1,9.35,10,0.96,1.3,0,2,0,0.72,-1.4,44,22.3,21.3,0.5,-1,43.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.19,0.13,80,0.59,0,14.1,300,0,0,33,0.33,0,30,6.7,-1,-200,0.98,0.15,15,0.1,0.15,20,WR,9.14.22,0,0,0,0,6,4,31,15,80,0,0,0,0,0.184,0,0.142,20.4,18.2,0,0,0,0,0,0,0,0,0,0,shepard,sterling shepard,s,shepard5800wrs,80468-27477,WR,s,Sterling Shepard,shepard,14.10000038,1,5800,CAR@NYG,NYG,CAR,,,,,,WR/FLEX,ryland,ryland,sterling,shepard5800wrs
sherfield4700wrt,35.55,Trent Sherfield,4700,MIA,@BAL,,,2.04,3.1,1,-4.8,0.4,0.1,6.84,8,0.94,0,0,0,0,0.13,1.7,14,20.3,23.8,-0.7,3.5,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.12,0.12,79,0.58,0,1.8,100,0,0,33,0,0.66,30,1.9,-0.4,-1300,1.8,0.14,21,0,0.21,23,WR,9.14.22,0,0,0,0,1,0,4,3,9.1,0,0,0,0,0.036,0,0.015,5.8,3.5,0,0,0,0,0,0,0,0,0,0,sherfield,trent sherfield,t,sherfield4700wrt,80468-56059,WR,t,Trent Sherfield,sherfield,1.299999952,1,4700,MIA@BAL,MIA,BAL,,,,,,WR/FLEX,ryland,ryland,trent,sherfield4700wrt
sills4500wrd,46.96,David Sills V,4500,NYG,CAR,,,2.33,3.4,1.2,-4.06,0.5,0.3,6.39,0,0.82,0,0,0,0,0.6,-1.4,24,22.3,21.3,0.5,-1,43.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,80,0.59,0,4.4,-100,0,0,33,0,0.33,30,2.9,-0.3,-1500,1.9,0.12,10,0,0.1,19,WR,9.14.22,0,0,0,0,1,0,4,4,8.5,0,0,0,0,0.052,0,0.037,5.3,5.1,0,0,0,0,0,0,0,0,0,0,sills,david sills v,d,sills4500wrd,80468-61555,WR,d,David Sills V,sills,0.675000012,4,4500,CAR@NYG,NYG,CAR,,,,,,WR/FLEX,ryland,ryland,david,sills4500wrd
skowronek5100wrb,42.14,Ben Skowronek,5100,LA,ATL,,,6.64,9.2,4.1,-1.12,1.3,1.8,7.76,-9,0.58,0,0,0,0,0.08,-0.3,14,28.3,18.3,-2.2,-10,46.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,4.5,500,0,0,33,0,0,30,3.9,-0.3,-900,2.52,0.28,26,0.04,0,23,WR,9.14.22,0,0,0,0,1,0,10,7,12.1,0,0,0,0,0.042,0,0.037,11.3,5.2,0,0,0,0,0,0,0,0,0,0,skowronek,ben skowronek,b,skowronek5100wrb,80468-71105,WR,b,Ben Skowronek,skowronek,4.5,1,5100,ATL@LAR,LAR,ATL,,,,,,WR/FLEX,ryland,ryland,ben,skowronek5100wrb
smith4700tej,70.52,Jonnu Smith,4700,NE,@PIT,,,4.88,6.9,2.9,-0.66,1,0.3,5.54,14,0.99,0,0,1,0,0.75,-1.1,31,21.8,18.8,-0.2,-3,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0.06,77,0.63,0,2.9,0,0,0,33,0,0.33,30,3.2,-1.7,-1300,1.01,0.1,57,0.09,0.19,21,TE,9.14.22,0,0,0,0,2,1,16,12,11,0.1,0,0.111,0,0.087,0.053,0.071,2.2,5.4,0,0,0,0,0,0,0,0,0,0,smith,jonnu smith,j,smith4700tej,80468-48116,TE,j,Jonnu Smith,smith,4.800000191,1,4700,NE@PIT,NE,PIT,,,,,,TE/FLEX,ryland,ryland,jonnu,smith4700tej
smith5000wrs,33.39,Shi Smith,5000,CAR,@NYG,,,3.55,5.1,2,-3.98,0.7,0.4,7.53,-1,0.78,0,0,0,0,0.03,-2.5,14,21.3,22.3,0.5,1,43.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,80,0.59,0,4.6,400,0,0,66,0,0.33,30,3.9,-0.7,-1000,2.13,0.28,20,0.05,0.2,20,WR,9.14.22,0,0,0,0,1,1,17,12,17.3,0,0,0,0,0.05,0,0.1,6.6,4.1,0,0,0,0,0,0,0,0,0,0,smith,shi smith,s,smith5000wrs,80468-91677,WR,s,Shi Smith,smith,1.700000048,1,5000,CAR@NYG,CAR,NYG,,,,,,WR/FLEX,ryland,ryland,shi,smith5000wrs
smith6300qbg,51.45,Geno Smith,6300,SEA,@SF,,,13.08,22,4.2,-4.34,2.1,0.8,17.42,-1,0.65,0,0,0,0,0.74,-3.6,50,15.8,24.8,-1.7,9,40.5,55,16,23,175,68,7.4,6.03,1.3,44,84.3,163.3,13.7,65.3,13.7,5.7,1.3,12.5,2,7,10,4.7,0.3,0.778,0.72,0.39,0.22,66,0.73,0.28,9.5,0,0,0,50,0.5,0.5,20,12.1,-0.9,300,0.41,0.24,35,0.1,0.05,20,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,smith,geno smith,g,smith6300qbg,80468-26483,QB,g,Geno Smith,smith,17.20000076,1,6300,SEA@SF,SEA,SF,,,,,,QB,ryland,ryland,geno,smith6300qbg
smythe4500ted,47.84,Durham Smythe,4500,MIA,@BAL,,,2.97,4.3,1.7,-2.1,0.7,0.1,5.07,9,0.99,0,0,1,0,0.13,1,42,20.3,23.8,-0.7,3.5,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.24,0.12,79,0.58,0,1.7,100,0,0,33,0,0.33,30,3.9,-0.4,-1500,1.53,0.09,60,0.05,0.1,20,TE,9.14.22,0,0,0,0,2,2,21,12,10.5,0,0,0,0,0.068,0,0.093,12.6,5.8,0,0,0,0,0,0,0,0,0,0,smythe,durham smythe,d,smythe4500ted,80468-42046,TE,d,Durham Smythe,smythe,1.899999976,1,4500,MIA@BAL,MIA,BAL,,,,,,TE/FLEX,ryland,ryland,durham,smythe4500ted
st.6900wra,78,Amon-Ra St. Brown,6900,DET,WAS,,,12.19,16.6,7.7,0.33,1.8,17.9,11.86,-5,0.67,6.3,0.9,4,0,0.95,-3,47,24.8,23.8,3,-1,48.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.29,0.12,0,0,0,10.7,400,0,0,66,0.33,0,30,11.3,2.5,900,1.5,0.24,75,0.45,0.15,20,WR,9.14.22,0,0,0,0,7,5,55,18,10.1,0.3,0,0.267,0,0.225,0.263,0.251,30.5,21.9,0,0,0,0,0,0,0,0,0,0,st.,amon-ra st. brown,a,st.6900wra,80468-86997,WR,a,Amon-Ra St. Brown,amon,16.4,1,6900,WAS@DET,DET,WAS,,,,,,WR,ryland,ryland,,st.6900wra
stafford7600qbm,64.46,Matthew Stafford,7600,LA,ATL,,,19.68,30.9,8.5,-0.29,2.6,10.3,19.97,-2,0.55,8.3,1,1,0,0.69,-4,63,28.3,18.3,-2.2,-10,46.5,49,24,35,285,66,7.9,7.32,2.4,48,159.6,318.8,13.4,78.4,17.2,6.9,3.1,4.9,1,2,3,1.8,0,0.444,7.72,3.67,1.72,0,0,0,10.8,200,0,0,33,0,0,30,20.3,-0.1,1600,0.51,0.32,87,0.62,0,24,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,stafford,matthew stafford,m,stafford7600qbm,80468-6654,QB,m,Matthew Stafford,stafford,10.80000019,1,7600,ATL@LAR,LAR,ATL,,,,,,QB,ryland,ryland,matthew,stafford7600qbm
stevenson5600rbr,72.07,R. Stevenson,5600,NE,@PIT,,,8.74,11.3,6.1,0.56,1.6,2.3,8.18,-2,0.73,0.8,0,1,0,0.92,-0.2,23,21.8,18.8,-0.2,-3,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,4.6,0.5,0.576,1.65,0.76,0.47,77,0.63,0,2.1,0,0,0,33,0,0.66,30,8.1,0.5,-400,0.6,0.35,52,0.17,0.21,23,RB,9.14.22,0.333,0.382,0.501,12,1,1,10,8,8.8,0,0,0.2,0.52,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,stevenson,r. stevenson,r,stevenson5600rbr,80468-111540,RB,r,Rhamondre Stevenson,stevenson,3.700000048,1,5600,NE@PIT,NE,PIT,,,,,,RB/FLEX,ryland,ryland,rhamondre,stevenson5600rbr
strachan4900wrm,35.01,Mike Strachan,4900,IND,@JAX,,,3.02,4.6,1.4,-4.28,0.6,0.6,7.3,-13,0.5,0,0,0,0,0.08,0,11,23.5,20.5,-1.5,-3,44,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0.42,6.1,300,0,0,66,0,0.33,30,6.1,0,-1100,24.27,0.55,9,0,0.04,21,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,strachan,mike strachan,m,strachan4900wrm,80468-149710,WR,m,Mike Strachan,strachan,4.599999905,1,4900,IND@JAC,IND,JAC,,,,,,WR/FLEX,ryland,ryland,mike,strachan4900wrm
sutton6800wrc,63.52,Courtland Sutton,6800,DEN,HOU,,,11.11,15.5,6.7,-0.52,1.6,9.2,11.63,5,0.92,1.3,1,1,0,0.76,-0.8,54,27.8,17.8,1.3,-10,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.29,0.18,87,0.1,0,9.2,300,0,0,50,0,0,40,7.7,-2.3,800,1.12,0.14,50,0.13,0.36,22,WR,9.14.22,0,0,0,0,5,3,47,22,13.4,0.1,0,0.083,0,0.197,0.111,0.212,39.8,37.6,0,0,0,0,0,0,0,0,0,0,sutton,courtland sutton,c,sutton6800wrc,80468-57403,WR,c,Courtland Sutton,sutton,9.199999809,1,6800,HOU@DEN,DEN,HOU,,,,,,WR/FLEX,ryland,ryland,courtland,sutton6800wrc
swift8200rbd,56.97,D'Andre Swift,8200,DET,WAS,,,14.85,19.1,10.6,0.19,1.8,11.2,14.66,7,0.96,0.8,1,6,0,0.08,0,41,24.8,23.8,3,-1,48.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,4.1,0.4,0.364,1.65,0.71,0.41,0,0,0,25,600,0,0,33,0.33,0,30,13.4,0.8,2200,0.73,0.33,52,0.23,0.19,21,RB,9.14.22,0.455,0.456,0.924,11,5,4,32,14,7.2,0.1,0,0.222,0.278,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,swift,d'andre swift,d,swift8200rbd,80468-91598,RB,d,D'Andre Swift,swift,25,1,8200,WAS@DET,DET,WAS,Q,Ankle,,,,RB/FLEX,ryland,ryland,d'andre,swift8200rbd
tagovailoa6800qbt,68.2,Tua Tagovailoa,6800,MIA,@BAL,,,17.32,27.8,6.8,-1.08,2.5,3.6,18.4,0,0.76,3.3,0.8,1,0,0.74,1,60,20.3,23.8,-0.7,3.5,44,45,20,30,204,68,6.8,5.81,1.3,38,112.4,218.8,13,55.1,29.6,4.3,2.7,4.8,3,5,10,3.3,0.2,0.421,3.82,1.71,0.82,79,0.58,0,8.7,-200,0,0,66,0,0.33,30,13.3,-2.2,800,0.38,0.22,66,0.28,0.09,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,tagovailoa,tua tagovailoa,t,tagovailoa6800qbt,80468-90572,QB,t,Tua Tagovailoa,tagovailoa,14.80000019,1,6800,MIA@BAL,MIA,BAL,,,,,,QB,ryland,ryland,tua,tagovailoa6800qbt
tampa bay4200,52.37,Tampa Bay,4200,TB,@NO,,,6.48,13.7,-0.8,-0.54,1.5,10.7,7.02,-6,0.29,0,0,1,0,0.59,2.4,0,23,20.5,-2,-2.5,43.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,8.04,0,0,0,0,0,0,0,0,0,0,0,0,8.7,100,0,0,66,0.33,0.33,30,8.4,1.1,-1800,0,0,83,0.58,0.16,24,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.6,0.4775,0.454,0.0176,0.0371,6.34,9.56,5.27,30,0.2026,bay,tampa bay,t,tampa bay4200,80468-12551,D,t,Tampa Bay Buccaneers,buccaneers,13,1,4200,TB@NO,TB,NO,,,,,,DEF,Bay,Bay,tampa bay,tampa bay4200
taylor10000rbj,83.02,Jonathan Taylor,10000,IND,@JAX,,,20.32,26.2,14.4,1.17,2,18.6,19.15,3,0.91,5,1,8,0,0.97,-1.6,45,23.5,20.5,-1.5,-3,44,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,109,5.6,1.1,0.556,5.12,2.24,1.71,75,1,0.42,25.5,-200,0,0,33,0.33,0,30,22.1,4.9,4000,0.98,0.49,66,0.38,0.19,21,RB,9.14.22,0.818,0.723,0.919,19,2,2,18,13,8.8,0.1,0,0.167,0.548,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,taylor,jonathan taylor,j,taylor10000rbj,80468-89675,RB,j,Jonathan Taylor,taylor,25.5,1,10000,IND@JAC,IND,JAC,,,,,,RB/FLEX,ryland,ryland,jonathan,taylor10000rbj
thomas4600tei,49.8,Ian Thomas,4600,CAR,@NYG,,,3.1,4.3,1.9,-2.2,0.7,0.1,5.3,9,0.99,0,0,0,0,0.75,-2,41,21.3,22.3,0.5,1,43.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,80,0.59,0,6.3,400,0,0,33,0.33,0,30,2.9,-0.3,-1400,1.66,0.07,33,0.04,0.09,21,TE,9.14.22,0,0,0,0,1,1,10,8,10.1,0,0,0.25,0,0.052,0,0.052,7.5,4,0,0,0,0,0,0,0,0,0,0,thomas,ian thomas,i,thomas4600tei,80468-72515,TE,i,Ian Thomas,thomas,6.300000191,1,4600,CAR@NYG,CAR,NYG,,,,,,TE/FLEX,ryland,ryland,ian,thomas4600tei
thomas5200tel,66.98,Logan Thomas,5200,WAS,@DET,,,6.24,8.5,4,-0.46,1.2,4.1,6.7,-4,0.64,2.5,1,4,0,0.13,2.5,42,23.8,24.8,1,1,48.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.18,0.12,0,0,0,6,-300,0,0,33,0,0,30,8.3,0.1,-800,2.21,0.2,16,0.08,0,24,TE,9.14.22,0,0,0,0,3,2,30,16,12.1,0.5,0,0.5,0,0.124,0.25,0.131,33,21.6,0,0,0,0,0,0,0,0,0,0,thomas,logan thomas,l,thomas5200tel,80468-26355,TE,l,Logan Thomas,thomas,6,1,5200,WAS@DET,WAS,DET,,,,,,TE/FLEX,ryland,ryland,logan,thomas5200tel
