,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
everett4200teg,73.45,Gerald Everett,4200,LA,NYG,,,3.2,4.7,1.7,0.13,0.8,0.5,3.07,5.7,-17,0,0,0.27,1,0,0.25,-2.1,26,31.8,18.3,1.5,-13.5,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0,0,0,0,2.8,-400,2.11,0.1,33,0,0,30,30,-1.3,-400,0.88,0.12,21,0.14,0.64,14,TE,420,0,0,0,0,3,2,20,12,10.3,0.1,6.1,0.333,0,0.107,0.071,0.079,0,0,0,0,0,0,0,0,0,0,everett,gerald everett,g,everett4200teg,50456-57299:Gerald Everett,50456-57299,TE,g,Gerald Everett,everett,2.799999952,2,4200,NYG@LAR,LAR,NYG,,,,ryland,ryland,gerald,everett4200teg
fells4600ted,75.05,Darren Fells,4600,HOU,MIN,,,4.24,5.9,2.6,0.24,0.9,0.5,4,3.1,-9,0,0,0.48,2,0,0.61,6,48,28,24.5,0.5,-3.5,52.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.2,0,0,0,6.1,100,2.28,0.25,66,0.33,0,30,6.5,1.4,100,2.02,0.13,72,0.31,0.18,22,TE,420,0,0,0,0,3,2,22,12,10.1,0.5,7.2,0.583,0,0.099,0.28,0.084,0,0,0,0,0,0,0,0,0,0,fells,darren fells,d,fells4600ted,50456-38301:Darren Fells,50456-38301,TE,d,Darren Fells,fells,4.066666603,3,4600,MIN@HOU,HOU,MIN,,,,ryland,ryland,darren,fells4600ted
fitzgerald5100wrl,78,Larry Fitzgerald,5100,ARI,@CAR,,,7.04,9.7,4.3,1.48,1.4,0.5,5.56,1.4,-15,0.5,1,0.51,1,0,0.61,0.9,54,27.8,24.8,0.3,-3,52.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.27,0.27,67,0.47,0,4.8,-200,0.96,0.08,66,0,0.33,30,6.7,-0.3,-200,1.14,0.12,81,0.25,0.18,16,WR,420,0,0,0,0,5,4,39,14,9.2,0.1,6.7,0.111,0,0.187,0.1,0.167,0,0,0,0,0,0,0,0,0,0,fitzgerald,larry fitzgerald,l,fitzgerald5100wrl,50456-6883:Larry Fitzgerald,50456-6883,WR,l,Larry Fitzgerald,fitzgerald,4.799999873,3,5100,ARI@CAR,ARI,CAR,,,,ryland,ryland,larry,fitzgerald5100wrl
fitzpatrick7100qbr,96.55,Ryan Fitzpatrick,7100,MIA,SEA,,,19.74,29.5,10,4.35,2.8,10.5,15.39,23.3,-13,10,1,0.06,2,0,0.46,12.2,66,25.3,29.8,1.5,4.5,55,29,23,36,260,64,7.1,6.22,1.5,30,17.4,59,21.2,4.2,2.2,6.7,4,10,19,4.4,0.3,0.507,6.8,2.8,1.47,86,0.72,0.07,19.2,700,0.49,0.29,100,0.66,0,30,19.5,4.1,700,0.45,0.3,100,0.62,0,16,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fitzpatrick,ryan fitzpatrick,r,fitzpatrick7100qbr,50456-7659:Ryan Fitzpatrick,50456-7659,QB,r,Ryan Fitzpatrick,fitzpatrick,19.15333303,3,7100,SEA@MIA,MIA,SEA,,,,ryland,ryland,ryan,fitzpatrick7100qbr
foles7100qbn,67.2,Nick Foles,7100,CHI,IND,,,15.16,26,4.3,-0.23,2.1,0.5,15.39,12.86,-5,1.5,0.57,0.39,1,0,0.64,-4.9,55,20,23.5,-1,3.5,43.5,54,22,34,212,63,6.2,5.19,1.3,34,23.2,57.2,13,3.8,2.4,5.6,1,3,5,2.9,0,0.286,0.87,0.47,0.13,52,0.61,0.1,18.2,800,0.57,0.42,33,0.33,0,30,7.3,-1.2,800,0.19,0.13,25,0.12,0.31,16,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foles,nick foles,n,foles7100qbn,50456-22027:Nick Foles,50456-22027,QB,n,Nick Foles,foles,18.21999931,1,7100,IND@CHI,CHI,IND,,,,ryland,ryland,nick,foles7100qbn
ford4600wri,84.65,Isaiah Ford,4600,MIA,SEA,,,6.66,9.4,3.9,2.24,1.4,0.5,4.42,6.8,-16,0.5,1,0.5,3,0,0.56,7.6,33,25.3,29.8,1.5,4.5,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.13,0,86,0.72,0.07,4.1,100,0.82,0.1,80,0.2,0.2,50,4.3,0.6,100,0.89,0.13,47,0.23,0.29,17,WR,420,0,0,0,0,4,3,33,10,10.6,0,4.5,0,0,0.123,0,0.12,0,0,0,0,0,0,0,0,0,0,ford,isaiah ford,i,ford4600wri,50456-56356:Isaiah Ford,50456-56356,WR,i,Isaiah Ford,ford,5.26666673,3,4600,SEA@MIA,MIA,SEA,,,,ryland,ryland,isaiah,ford4600wri
freeman5400rbd,73.35,Devonta Freeman,5400,NYG,@LA,,,7.56,10.1,5,0.38,1.4,0.5,7.18,8.8,-12,0.4,0,0.45,5,0,0.66,2.4,45,18.3,31.8,0,13.5,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,3.6,0.2,0.408,2.07,0.5,0.14,0,0,0,1,200,0.2,0.07,0,0,1,10,10.1,20,200,0.58,0.23,71,0.28,0.28,14,RB,420,0.286,0.492,0.63,12,4,3,25,9,6.6,0.4,5.2,0.111,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,freeman,devonta freeman,d,freeman5400rbd,50456-24920:Devonta Freeman,50456-24920,RB,d,Devonta Freeman,freeman,1,1,5400,NYG@LAR,NYG,LAR,,,,ryland,ryland,devonta,freeman5400rbd
fuller6100wrw,92.75,Will Fuller,6100,HOU,MIN,,,10.85,15.3,6.4,3.01,1.8,18.5,7.84,19.8,-14,5.9,1,0.53,5,0,0.96,5.3,45,28,24.5,0.5,-3.5,52.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.4,0.07,0,0,0,14.3,100,2.68,0.34,66,0.66,0,30,70,1.3,100,1.1,0.16,36,0.26,0.57,19,WR,420,0,0,0,0,6,4,65,20,13.9,0.4,7.9,0.25,0,0.203,0.211,0.236,0,0,0,0,0,0,0,0,0,0,fuller,will fuller,w,fuller6100wrw,50456-42028:Will Fuller V,50456-42028,WR,w,Will Fuller V,fuller,9.53333346,3,6100,MIN@HOU,HOU,MIN,Q,Hamstring,,ryland,ryland,will,fuller6100wrw
gallman4900rbw,52.65,Wayne Gallman,4900,NYG,@LA,,,3.68,5,2.3,-2.25,0.8,0.5,5.93,4.5,-25,0,0,0.2,3,0,0.94,2.4,9,18.3,31.8,0,13.5,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0.375,0.13,0,0,0,0,0,2.2,400,0.54,0.22,33,0,0.33,30,0.6,-1.4,400,0.31,0.07,6,0,0.87,16,RB,420,0,0.042,0.145,1,1,0,5,5,8.8,0,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gallman,wayne gallman,w,gallman4900rbw,50456-39818:Wayne Gallman Jr.,50456-39818,RB,w,Wayne Gallman Jr.,gallman,2.150000095,2,4900,NYG@LAR,NYG,LAR,,,,ryland,ryland,wayne,gallman4900rbw
gallup5900wrm,92.6,Michael Gallup,5900,DAL,CLE,,,10.31,14.8,5.8,2.93,1.7,6.5,7.38,3.9,-7,1.2,1,0.65,7,0,0.99,3.4,64,30,26.5,-0.3,-3.5,56.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.07,0.07,0,0,0,12,-300,1.9,0.17,100,0.33,0,30,11.9,2.6,-300,1.54,0.19,90,0.42,0.09,21,WR,420,0,0,0,0,7,4,75,29,17.6,0.5,8.6,0.333,0,0.196,0.269,0.228,0,0,0,0,0,0,0,0,0,0,gallup,michael gallup,m,gallup5900wrm,50456-69956:Michael Gallup,50456-69956,WR,m,Michael Gallup,gallup,12.03333282,3,5900,CLE@DAL,DAL,CLE,,,,ryland,ryland,michael,gallup5900wrm
gandy-golden4600wra,49.6,A. Gandy-Golden,4600,WAS,BAL,,,2.94,4.3,1.6,-1.48,0.6,0.5,4.42,0,-41,0,0,0.18,1,0,0.35,1.3,12,15.3,29.8,-1.7,14.5,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.47,0.01,1.5,-400,0.75,0.13,33,0,0.33,30,1.5,0,-400,0.75,0.13,33,0,0.33,30,WR,420,0,0,0,0,1,0,1,1,30,0,0,0,0,0.043,0,0.007,0,0,0,0,0,0,0,0,0,0,gandy-golden,a. gandy-golden,a,gandy-golden4600wra,50456-94262:Antonio Gandy-Golden,50456-94262,WR,a,Antonio Gandy-Golden,gandy-golden,1.5,2,4600,BAL@WAS,WAS,BAL,,,,ryland,ryland,antonio,gandy-golden4600wra
gaskin5400rbm,93.3,Myles Gaskin,5400,MIA,SEA,,,11.63,15.9,7.4,4.45,2.2,6.5,7.18,7.7,-6,4,0.94,0.61,3,0,0.94,-3.1,25,25.3,29.8,1.5,4.5,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,3.9,0.1,0.5,1.2,0.53,0.33,86,0.72,0.07,10.1,900,0.56,0.23,100,1,0,40,4.3,0.4,800,0.42,0.17,56,0.37,0.43,16,RB,420,0.1,0.314,0.375,7,2,2,14,8,6.5,0,3.8,0.063,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,gaskin,myles gaskin,m,gaskin5400rbm,50456-60930:Myles Gaskin,50456-60930,RB,m,Myles Gaskin,gaskin,10.59999975,3,5400,SEA@MIA,MIA,SEA,,,,ryland,ryland,myles,gaskin5400rbm
gesicki5700tem,95.25,Mike Gesicki,5700,MIA,SEA,,,9.59,13,6.2,3.02,1.7,6.5,6.57,2,1,6.8,0.89,0.91,8,0,0.7,-0.3,46,25.3,29.8,1.5,4.5,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.13,86,0.72,0.07,10.9,300,1.72,0.29,100,0.25,0,40,8.7,3.1,300,1.34,0.19,88,0.47,0.11,17,TE,420,0,0,0,0,6,3,46,18,12.2,0.5,6.5,0.4,0,0.171,0.292,0.173,0,0,0,0,0,0,0,0,0,0,gesicki,mike gesicki,m,gesicki5700tem,50456-56265:Mike Gesicki,50456-56265,TE,m,Mike Gesicki,gesicki,11.83333333,3,5700,SEA@MIA,MIA,SEA,,,,ryland,ryland,mike,gesicki5700tem
gibson5500rba,75.65,Antonio Gibson,5500,WAS,BAL,,,8.08,11.6,4.6,0.65,1.5,0.5,7.43,20.8,-5,2.2,0.33,0.65,2,0,0.55,-4.1,29,15.3,29.8,-1.7,14.5,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,4.5,0.7,0.484,1.67,0.67,0.67,66,0.47,0.01,9.5,900,0.75,0.33,100,0.66,0,30,9.5,3.3,900,0.75,0.33,100,0.66,0,30,RB,420,0.5,0.467,0.453,10,2,2,5,5,2.7,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,gibson,antonio gibson,a,gibson5500rba,50456-90933:Antonio Gibson,50456-90933,RB,a,Antonio Gibson,gibson,9.53333346,3,5500,BAL@WAS,WAS,BAL,,,,ryland,ryland,antonio,gibson5500rba
goff7500qbj,97.15,Jared Goff,7500,LA,NYG,,,20.18,32.1,8.2,4,2.7,3,16.18,11.7,2,3.7,0.93,0.88,2,0,0.75,2.2,67,31.8,18.3,1.5,-13.5,50,77,22,35,275,64,7.8,7.11,1.4,34,10.1,60.1,25.5,4,2.3,3.6,2,3,4,1.8,0.1,0.455,5.29,2.57,1.21,0,0,0,21.2,100,0.6,0.3,100,0.66,0,30,17.1,0,100,0.44,0.26,73,0.66,0.26,15,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff7500qbj,50456-38435:Jared Goff,50456-38435,QB,j,Jared Goff,goff,21.24000041,3,7500,NYG@LAR,LAR,NYG,,,,ryland,ryland,jared,goff7500qbj
golladay7300wrk,74.5,Kenny Golladay,7300,DET,NO,,,11.36,16,6.7,0.79,1.6,14.5,10.57,14.2,-8,3.9,1,0.63,5,0,0.44,-0.8,57,24.3,27.3,-1.5,3,51.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.27,0,0,0,14.7,0,2.1,0.3,33,0,0,30,14.1,2.4,0,2.11,0.25,61,0.22,0.27,18,WR,420,0,0,0,0,6,4,77,39,19.3,0.6,12.9,0.333,0,0.195,0.381,0.301,0,0,0,0,0,0,0,0,0,0,golladay,kenny golladay,k,golladay7300wrk,50456-54244:Kenny Golladay,50456-54244,WR,k,Kenny Golladay,golladay,14.69999981,1,7300,NO@DET,DET,NO,,,,ryland,ryland,kenny,golladay7300wrk
graham5300tej,72.15,Jimmy Graham,5300,CHI,IND,,,5.44,7.7,3.2,-0.2,1,3,5.64,5.3,-7,7.1,0.81,0.54,2,0,0.64,-2.9,41,20,23.5,-1,3.5,43.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.47,0.33,52,0.61,0.1,11.1,300,1.85,0.23,66,0.66,0.33,30,5.5,-1.2,300,1.32,0.13,42,0.14,0.57,21,TE,420,0,0,0,0,4,2,30,18,11.8,0.3,9.5,0.333,0,0.119,0.138,0.124,0,0,0,0,0,0,0,0,0,0,graham,jimmy graham,j,graham5300tej,50456-11512:Jimmy Graham,50456-11512,TE,j,Jimmy Graham,graham,11.09999975,3,5300,IND@CHI,CHI,IND,,,,ryland,ryland,jimmy,graham5300tej
grant4700wrj,44.6,Jakeem Grant,4700,MIA,SEA,,,2.3,3.4,1.2,-2.34,0.5,0.5,4.64,5.1,-48,0,0,0.12,1,0,0.07,7.6,14,25.3,29.8,1.5,4.5,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0,86,0.72,0.07,3.3,200,1.43,0.2,66,0,0.33,30,3.2,0.1,200,1.33,0.23,40,0.06,0.4,15,WR,420,0,0,0,0,2,1,17,10,10.5,0,5.9,0,0,0.064,0,0.074,0,0,0,0,0,0,0,0,0,0,grant,jakeem grant,j,grant4700wrj,50456-32703:Jakeem Grant,50456-32703,WR,j,Jakeem Grant,grant,3.333333333,3,4700,SEA@MIA,MIA,SEA,,,,ryland,ryland,jakeem,grant4700wrj
green5700wra,92.15,AJ Green,5700,CIN,JAX,,,10.06,13.9,6.2,3.14,1.8,3,6.92,0.8,-6,2,1,0.68,5,0,0.96,-0.5,52,25.5,24.5,1.5,-1,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0,63,0.59,0.28,6,-500,0.65,0.12,66,0,0.33,30,1.2,-0.3,-500,0.13,0.02,13,0,0.86,15,WR,420,0,0,0,0,9,4,38,13,8.9,0,0,0,0,0.204,0,0.14,0,0,0,0,0,0,0,0,0,0,green,aj green,a,green5700wra,50456-14187:A.J. Green,50456-14187,WR,a,A.J. Green,green,6.03333346,3,5700,JAC@CIN,CIN,JAC,,,,ryland,ryland,a.j.,green5700wra
gronkowski5200ter,79.55,Rob Gronkowski,5200,TB,LAC,,,6.06,8.4,3.8,0.66,1.2,3,5.4,3.4,-6,2.5,1,0.58,2,0,0.29,0.9,53,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,76,0.86,0.52,5,-300,1.35,0.09,33,0,0.33,30,50,-0.3,-300,1.35,0.09,33,0,0.33,30,TE,420,0,0,0,0,3,2,19,6,7.4,0,0,0,0,0.105,0,0.078,0,0,0,0,0,0,0,0,0,0,gronkowski,rob gronkowski,r,gronkowski5200ter,50456-11460:Rob Gronkowski,50456-11460,TE,r,Rob Gronkowski,gronkowski,3.299999873,3,5200,LAC@TB,TB,LAC,,,,ryland,ryland,rob,gronkowski5200ter
guyton4800wrj,63.05,Jalen Guyton,4800,LAC,@TB,,,4.88,7.2,2.6,0.01,1,0.5,4.87,13.7,-27,0,0,0.34,0,0,0.4,0.1,28,17.5,25,-1.5,7.5,42.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,76,0.86,0.52,4.4,300,2.22,0.09,100,0.33,0,30,1.9,0,300,1.43,0.07,42,0.14,0.57,70,WR,420,0,0,0,0,1,0,8,7,13.3,0.2,0,0.5,0,0.04,0.125,0.031,0,0,0,0,0,0,0,0,0,0,guyton,jalen guyton,j,guyton4800wrj,50456-64843:Jalen Guyton,50456-64843,WR,j,Jalen Guyton,guyton,4.433333397,3,4800,LAC@TB,LAC,TB,,,,ryland,ryland,jalen,guyton4800wrj
harris4700wrd,72,Deonte Harris,4700,NO,@DET,,,5.62,7.9,3.3,0.98,1.2,0.5,4.64,2.5,-22,0,0,0.41,1,0,0.44,1.7,10,27.3,24.3,-2,-3,51.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,100,0.86,0.16,100,0,0,40,1.5,-0.3,200,0.88,0.15,47,0,0.52,17,WR,420,0,0,0,0,1,1,6,4,6.9,0,2.8,0,0,0.035,0,0.024,0,0,0,0,0,0,0,0,0,0,harris,deonte harris,d,harris4700wrd,50456-104176:Deonte Harris,50456-104176,WR,d,Deonte Harris,harris,3.166666667,3,4700,NO@DET,NO,DET,,,,ryland,ryland,deonte,harris4700wrd
haskins6500qbd,57.95,Dwayne Haskins,6500,WAS,BAL,,,12.3,21,3.6,-1.92,1.9,0.5,14.22,18.86,-9,0,0,0.18,0,0,0.6,4.5,55,15.3,29.8,-1.7,14.5,45,23,15,26,171,58,6.6,4.83,1,33,13.2,69,15.3,3.8,2.3,11.6,2,8,9,3.8,0,0.321,3.27,1.2,0.53,66,0.47,0.01,12.2,0,0.3,0.18,100,0.33,0,30,7.8,-2.1,0,0.24,0.14,66,0.2,0.33,15,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haskins,dwayne haskins,d,haskins6500qbd,50456-73183:Dwayne Haskins Jr.,50456-73183,QB,d,Dwayne Haskins Jr.,haskins,12.23333359,3,6500,BAL@WAS,WAS,BAL,,,,ryland,ryland,dwayne,haskins6500qbd
henderson6400rbd,93.05,Darrell Henderson,6400,LA,NYG,,,13.53,17.5,9.6,3.86,2.1,14.5,9.67,4.3,-9,8.4,1,0.53,10,0,0.66,3,15,31.8,18.3,1.5,-13.5,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,4.8,0.2,0.562,0.86,0.57,0.36,0,0,0,12.7,1200,0.93,0.58,66,0.66,0.33,30,4.2,-0.1,1200,0.54,0.28,35,0.14,0.64,14,RB,420,0.125,0.254,0.221,6,1,0,7,5,11.9,0,2.4,0.182,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,henderson,darrell henderson,d,henderson6400rbd,50456-70157:Darrell Henderson Jr.,50456-70157,RB,d,Darrell Henderson Jr.,henderson,12.73333359,3,6400,NYG@LAR,LAR,NYG,,,,ryland,ryland,darrell,henderson6400rbd
henry6100teh,86.15,Hunter Henry,6100,LAC,@TB,,,8.88,12.1,5.6,1.37,1.5,6.5,7.51,4.9,-1,5.7,0.8,0.81,8,0,0.57,0.6,54,17.5,25,-1.5,7.5,42.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.53,0.2,76,0.86,0.52,9.5,100,1.24,0.14,100,0,0,30,9.6,1.8,100,1.44,0.18,81,0.18,0.18,16,TE,420,0,0,0,0,6,4,57,19,11.9,0.4,8.4,0.286,0,0.191,0.263,0.198,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry6100teh,50456-40845:Hunter Henry,50456-40845,TE,h,Hunter Henry,henry,9.53333346,3,6100,LAC@TB,LAC,TB,,,,ryland,ryland,hunter,henry6100teh
herbert6700qbj,69,Justin Herbert,6700,LAC,@TB,,,14.66,25,4.3,0.05,2.2,0.5,14.61,24,-7,1.1,0.8,0.28,1,0,0.75,-4,80,17.5,25,-1.5,7.5,42.5,30,28,41,320,69,7.8,6.56,1,31,24.4,52.4,19.5,2.4,2.4,4.7,3,11,16,4.7,0.5,0.714,4,0.67,0.33,76,0.86,0.52,19.5,600,0.42,0.24,66,0.33,0,30,19.5,0,600,0.42,0.24,66,0.33,0,30,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbert,justin herbert,j,herbert6700qbj,50456-69189:Justin Herbert,50456-69189,QB,j,Justin Herbert,herbert,19.46999931,2,6700,LAC@TB,LAC,TB,,,,ryland,ryland,justin,herbert6700qbj
higbee6000tet,87.7,Tyler Higbee,6000,LA,NYG,,,8.8,11.9,5.7,1.53,1.5,3,7.27,3.6,2,3.2,0.38,0.94,8,0,0.99,-2.1,52,31.8,18.3,1.5,-13.5,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.5,0.43,0,0,0,12.8,200,3.49,0.22,100,0.33,0,30,9.9,3.8,200,1.69,0.19,92,0.42,0.07,14,TE,420,0,0,0,0,5,4,52,17,11.2,0.4,7.4,0.235,0,0.172,0.25,0.19,0,0,0,0,0,0,0,0,0,0,higbee,tyler higbee,t,higbee6000tet,50456-47870:Tyler Higbee,50456-47870,TE,t,Tyler Higbee,higbee,12.80000051,3,6000,NYG@LAR,LAR,NYG,,,,ryland,ryland,tyler,higbee6000tet
higgins5300wrt,91.25,Tee Higgins,5300,CIN,JAX,,,9,12.6,5.4,2.99,1.7,3,6.01,11,-14,3.9,1,0.53,3,0,0.59,-0.5,44,25.5,24.5,1.5,-1,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.67,0.67,63,0.59,0.28,11.8,400,2.35,0.27,66,0.33,0,30,11.8,4.7,400,2.35,0.27,66,0.33,0,30,WR,420,0,0,0,0,5,2,25,11,9.4,0.7,0,0.5,0,0.109,0.4,0.091,0,0,0,0,0,0,0,0,0,0,higgins,tee higgins,t,higgins5300wrt,50456-89981:Tee Higgins,50456-89981,WR,t,Tee Higgins,higgins,11.75,2,5300,JAC@CIN,CIN,JAC,,,,ryland,ryland,tee,higgins5300wrt
hill4200tej,75.3,Josh Hill,4200,NO,@DET,,,3.39,4.9,1.8,0.32,0.8,0.5,3.07,1.2,-14,0,0,0.35,2,0,0.25,2.6,40,27.3,24.3,-2,-3,51.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.33,0,0,0,2.1,0,2.1,0.08,33,0,0,30,3.6,-1,0,1.76,0.09,62,0.12,0.25,16,TE,420,0,0,0,0,2,1,14,9,10,0.2,5.5,0.333,0,0.058,0.079,0.049,0,0,0,0,0,0,0,0,0,0,hill,josh hill,j,hill4200tej,50456-39492:Josh Hill,50456-39492,TE,j,Josh Hill,hill,1.049999952,2,4200,NO@DET,NO,DET,,,,ryland,ryland,josh,hill4200tej
hill4600wrk,56.9,KJ Hill,4600,LAC,@TB,,,3.88,5.7,2.1,-0.54,0.8,0.5,4.42,0,-35,0,0,0.25,0,0,0.11,0.1,18,17.5,25,-1.5,7.5,42.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,76,0.86,0.52,2,100,1.5,0.11,33,0,0,30,20,0,100,1.5,0.11,33,0,0,30,WR,420,0,0,0,0,1,0,5,5,15,0,0,0,0,0.037,0,0.018,0,0,0,0,0,0,0,0,0,0,hill,kj hill,k,hill4600wrk,50456-63319:K.J. Hill,50456-63319,WR,k,K.J. Hill,hill,2,1,4600,LAC@TB,LAC,TB,,,,ryland,ryland,k.j.,hill4600wrk
hill5000tet,60.15,Taysom Hill,5000,NO,@DET,,,3.44,5.2,1.7,-1.5,0.7,0.5,4.94,1.9,-12,0,0,0.4,2,0,0.68,2.6,16,27.3,24.3,-2,-3,51.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.4,0,0,0,1.6,0,0.39,0.11,33,0,0.66,30,6.9,10,0,1.53,0.43,52,0.35,0.47,17,TE,420,0,0,0,0,1,1,14,11,12.9,0.3,10.2,0.5,0,0.034,0.132,0.051,0,0,0,0,0,0,0,0,0,0,hill,taysom hill,t,hill5000tet,50456-45565:Taysom Hill,50456-45565,TE,t,Taysom Hill,hill,1.573333263,3,5000,NO@DET,NO,DET,,,,ryland,ryland,taysom,hill5000tet
hilton5900wrt,91.45,TY Hilton,5900,IND,@CHI,,,10.28,14.4,6.1,2.9,1.7,6.5,7.38,4.4,-10,0.7,0,0.6,3,0,0.63,-0.3,45,23.5,20,0,-3.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0.07,52,0.61,0.1,6.4,-600,1.13,0.15,75,0,0.25,40,4.7,-2.7,-500,0.79,0.1,27,0,0.72,18,WR,420,0,0,0,0,6,3,43,21,12.5,0.1,8.7,0.5,0,0.209,0.143,0.213,0,0,0,0,0,0,0,0,0,0,hilton,ty hilton,t,hilton5900wrt,50456-22031:T.Y. Hilton,50456-22031,WR,t,T.Y. Hilton,hilton,6.099999746,3,5900,IND@CHI,IND,CHI,,,,ryland,ryland,t.y.,hilton5900wrt
hines5200rbn,71.2,Nyheim Hines,5200,IND,@CHI,,,6.86,9.4,4.3,0.18,1.3,0.5,6.68,4.7,-8,0.4,1,0.56,3,0,0.92,1.1,21,23.5,20,0,-3.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3.9,0.2,0.509,1.33,0.8,0.33,52,0.61,0.1,10.8,300,1.15,0.49,66,0.33,0.33,30,7.4,0.6,300,0.99,0.35,81,0.5,0.18,16,RB,420,0.167,0.111,0.325,3,3,2,22,10,7.8,0.1,5.7,0.214,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,hines,nyheim hines,n,hines5200rbn,50456-63625:Nyheim Hines,50456-63625,RB,n,Nyheim Hines,hines,10.76666641,3,5200,IND@CHI,IND,CHI,,,,ryland,ryland,nyheim,hines5200rbn
