,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,sr2,buzz2,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
jefferson7700wrj,87.75,Justin Jefferson,7700,MIN,JAX,,,13.43,18.6,8.3,1.94,1.7,10.5,22.8,11.49,4,0.91,0.97,6.4,6,0,0.78,3,49,30.8,20.3,1,-10.5,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.33,0,0,0,0,16,900,2,0.29,100,0.75,0,40,14.2,6.7,2700,2.16,0.29,90,0.54,0.09,11,WR,1420,,,0,0,0,0,6,4,83,32,17.7,0.5,0,0.429,0,0.236,0.261,0.332,0,0,0,0,0,0,0,0,0,0,jefferson,justin jefferson,j,jefferson7700wrj,,,WR,,,,,,,,,,,,,,,,,
jeffery4800wra,63.5,Alshon Jeffery,4800,PHI,@GB,,,4.58,6.6,2.6,-0.29,1,0.5,0,4.87,-28,0.32,1,0.2,0,0,0.05,0.5,19,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,32,0.67,0,2.5,0,1.07,0.13,33,0,0,30,0.8,-1.4,-200,0.37,0.04,5,0,0.11,17,WR,1420,,,0,0,0,0,2,0,3,2,7.5,0,0,0,0,0.056,0,0.015,0,0,0,0,0,0,0,0,0,0,jeffery,alshon jeffery,a,jeffery4800wra,,,WR,,,,,,,,,,,,,,,,,
johnson4600wrm,52.2,Marcus Johnson,4600,IND,@HOU,,,2.47,3.8,1.2,-1.95,0.5,0.5,0,4.42,-35,0.24,0,0,1,0,0.16,2.4,40,26.8,23.3,-1,-3.5,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.07,0.07,0,0,0,2.2,-300,0.78,0.06,20,0,0.2,50,60,0.2,-100,1.57,0.15,47,0.17,0.11,17,WR,1420,,,0,0,0,0,3,1,35,20,19.5,0.1,8.1,0,0,0.114,0.067,0.149,0,0,0,0,0,0,0,0,0,0,johnson,marcus johnson,m,johnson4600wrm,52276-32235:Marcus Johnson,52276-32235,WR,,m,Marcus Johnson,johnson,4.642857143,7,4600,IND@LV,IND,LV,,,,ryland,ryland,marcus,johnson4600wrm
johnson4700wrk,50.35,KeeSean Johnson,4700,ARI,LA,,,2.51,3.7,1.3,-2.13,0.5,0.5,4.7,4.64,-36,0.23,0,0,0,0,0.1,-0.8,20,23.3,25.8,-0.5,2.5,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,1.2,200,1.2,0.13,0,0,0,40,0.8,-0.2,-100,0.27,0.04,6,0,0.33,15,WR,1420,,,0,0,0,0,3,1,12,8,90,0,0,0,0,0.088,0,0.044,0,0,0,0,0,0,0,0,0,0,johnson,keesean johnson,k,johnson4700wrk,52276-57208:KeeSean Johnson,52276-57208,WR,,k,KeeSean Johnson,johnson,1.716666698,6,4700,ARI@NYG,ARI,NYG,,,,ryland,ryland,keesean,johnson4700wrk
johnson4800rbt,60.5,Ty Johnson,4800,NYJ,LV,,,4.12,5.6,2.6,-1.56,0.9,0.5,18.7,5.68,-16,0.37,0,0,1,0,0.59,-0.7,11,20.3,27.8,0,7.5,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8.4,0,0.556,0,0,0,38,0.55,0.02,2.3,300,0.69,0.29,33,0,0.33,30,2.9,-1.3,300,0.79,0.27,46,0,0.06,15,RB,1420, ,,0,0.163,0.187,1,1,1,4,3,4.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,ty johnson,t,johnson4800rbt,,,RB,,,,,,,,,,,,,,,,,
johnson4800wrt,50.8,Tyron Johnson,4800,LAC,NE,,,2.62,4.2,1.1,-2.25,0.5,0.5,0.6,4.87,-32,0.28,0,0,0,0,0.05,1.3,9,24.8,22.3,-0.5,-2.5,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,300,4.16,0.57,75,0.25,0,40,5.4,0,300,3.42,0.6,36,0.18,0.18,11,WR,1420,,,0,0,0,0,1,0,31,30,44,0.1,0,0,0,0.03,0.056,0.106,0,0,0,0,0,0,0,0,0,0,johnson,tyron johnson,t,johnson4800wrt,52276-68712:Tyler Johnson,52276-68712,WR,,t,Tyler Johnson,johnson,4.114285605,7,4800,MIN@TB,TB,MIN,,,,ryland,ryland,tyler,johnson4800wrt
johnson5000wrc,43.95,Collin Johnson,5000,JAX,@MIN,,,2.04,3.1,1,-3.29,0.4,0.5,10.6,5.33,-45,0.14,1,0.4,1,0,0.1,1.4,16,20.3,30.8,0.5,10.5,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.36,0.18,0,0,0,9.5,300,3.8,0.5,50,0.25,0,40,5.7,0.8,500,2.97,0.35,45,0.18,0.09,11,WR,1420,,,0,0,0,0,1,1,15,9,15,0.2,0,0.2,0,0.054,0.118,0.061,0,0,0,0,0,0,0,0,0,0,johnson,collin johnson,c,johnson5000wrc,,,WR,,,,,,,,,,,,,,,,,
johnson5200rbk,83.9,Kerryon Johnson,5200,DET,@CHI,,,8.32,11.9,4.7,1.64,1.6,0.5,2.1,6.68,-1,0.8,1,0.2,1,0,0.59,-2,20,20.5,23.5,0.2,3,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,4,0.2,0.559,0.93,0.47,0.27,36,0.77,0.09,5.7,0,0.67,0.2,75,0.25,0.25,40,5.5,-0.5,-400,0.81,0.27,53,0.2,0.26,15,RB,1420,100%,0.2,0.2,0.203,0.317,5,1,1,11,6,10.2,0.1,0.5,0.167,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,kerryon johnson,k,johnson5200rbk,,,RB,,,,,,,,,,,,,,,,,
johnson6000rbd,63.6,Duke Johnson,6000,HOU,IND,,,7.22,10,4.5,-1.45,1.2,0.5,6.2,8.67,-5,0.65,0.6,0.7,2,0,0.94,0.5,31,23.3,26.8,-2,3.5,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,0.2,0.342,0.87,0.6,0.13,0,0,0,9.8,1200,0.62,0.2,100,0.5,0,40,60,-1.1,600,0.63,0.19,68,0.21,0.21,19,RB,1420,60%,0.7,0.182,0.175,0.483,5,3,2,22,12,8.5,0.1,5.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,duke johnson,d,johnson6000rbd,,,RB,,,,,,,,,,,,,,,,,
johnson6200rbd,79.4,David Johnson,6200,HOU,IND,,,10.07,13.7,6.4,0.9,1.6,3,10.4,9.17,3,0.92,0.5,0.4,3,0,0.59,0.5,37,23.3,26.8,-2,3.5,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,3.9,0.2,0.514,1.47,0.87,0.67,0,0,0,1.6,-600,1.6,0.05,0,0,0.25,40,8.4,-0.7,-100,0.79,0.23,46,0.26,0.33,15,RB,1420,50%,0.4,0.273,0.307,0.62,8,2,1,15,9,10.5,0.2,70,0.214,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,david johnson,d,johnson6200rbd,,,RB,,,,,,,,,,,,,,,,,
jones6000wrm,86.5,Marvin Jones,6000,DET,@CHI,,,9.66,13.5,5.9,2.05,1.6,3,21.6,7.61,-1,0.81,0.67,0.7,3,0,0.93,2,60,20.5,23.5,0.2,3,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.2,0.13,36,0.77,0.09,11.6,-100,1.45,0.19,100,0.25,0,40,8.9,0.9,-200,1.41,0.15,66,0.2,0.13,15,WR,1420,,,0,0,0,0,6,3,45,17,11.8,0.4,5.4,0.273,0,0.18,0.25,0.17,0,0,0,0,0,0,0,0,0,0,jones,marvin jones,m,jones6000wrm,,,WR,,,,,,,,,,,,,,,,,
jones8000wrj,65.75,Julio Jones,8000,ATL,NO,,,11.67,16.5,6.9,-0.5,1.5,6.5,12.4,12.17,2,0.88,1,1.1,2,0,0.54,0.9,54,21.8,24.3,-0.5,2.5,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.33,0.2,0,0,0,9.4,-200,2.09,0.22,33,0,0.33,30,14.4,1.5,-200,1.52,0.27,43,0.18,0.37,16,WR,1420,,,0,0,0,0,9,6,93,29,14,0.4,80,0.211,0,0.246,0.25,0.3,0,0,0,0,0,0,0,0,0,0,jones,julio jones,j,jones8000wrj,,,WR,,,,,,,,,,,,,,,,,
jones8400rba,77.1,Aaron Jones,8400,GB,PHI,,,14.77,19,10.5,0.11,1.8,6.5,22.3,14.66,5,0.94,0.83,1.8,14,0,0.4,-1.9,41,29,21,0.7,-8,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,81,5.1,0.8,0.531,2.8,1.4,0.93,32,0.67,0,12.2,-400,0.7,0.34,66,0,0.33,30,18.9,4.2,600,0.91,0.46,72,0.22,0.16,18,RB,1420,83%,1.8,0.846,0.62,0.617,15,4,3,28,14,8.6,0.2,4.4,0.267,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,aaron jones,a,jones8400rba,,,RB,,,,,,,,,,,,,,,,,
kamara7500rba,77.35,Alvin Kamara,7500,NO,@ATL,,,12.66,17.8,7.5,0.24,1.7,6.5,16.7,12.42,2,0.9,0.64,1.5,6,0,0.87,-4.1,43,24.3,21.8,-1,-2.5,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,4.6,0.8,0.523,3.93,2.07,1.27,0,0,0,15.2,-1500,1.05,0.45,25,0.25,0.75,40,19.3,4.3,-800,1.04,0.45,78,0.36,0.21,19,RB,1420,64%,1.5,0.5,0.411,0.665,11,6,5,49,21,8.6,0.3,4.5,0.282,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,kamara,alvin kamara,a,kamara7500rba,,,RB,,,,,,,,,,,,,,,,,
kelley5200rbj,58.4,Josh Kelley,5200,LAC,NE,,,4.69,6.3,3.1,-1.99,0.9,0.5,1.3,6.68,-13,0.43,0,0,2,0,0.4,1.3,26,24.8,22.3,-0.5,-2.5,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,3.2,0.2,0.413,2.18,1.27,0.64,0,0,0,5.3,-200,0.62,0.24,50,0.25,0.5,40,6.1,-1.2,700,0.52,0.24,63,0.27,0.36,11,RB,1420, ,,0.286,0.277,0.347,9,2,1,13,8,6.9,0,0,0.091,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,kelley,josh kelley,j,kelley5200rbj,,,RB,,,,,,,,,,,,,,,,,
kirk5800wrc,87.05,Christian Kirk,5800,ARI,LA,,,9.29,13.1,5.5,2.14,1.6,3,0.7,7.15,-6,0.68,0.5,0.4,3,0,0.86,-0.8,55,23.3,25.8,-0.5,2.5,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.67,0.27,0,0,0,9,-100,1.33,0.16,75,0.25,0.25,40,9.6,2.1,0,1.44,0.18,73,0.4,0.2,15,WR,1420,,,0,0,0,0,6,3,48,23,12.7,0.4,5.5,0.286,0,0.193,0.261,0.195,0,0,0,0,0,0,0,0,0,0,kirk,christian kirk,c,kirk5800wrc,,,WR,,,,,,,,,,,,,,,,,
kmet4400tec,68.5,Cole Kmet,4400,CHI,DET,,,2.9,4.2,1.6,-0.64,0.7,0.5,12.2,3.54,-19,0.22,1,1.1,1,0,0.17,2.1,27,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0,36,0.77,0.09,1.3,100,0.63,0.03,33,0,0,30,3.2,-0.3,-100,2.55,0.12,36,0.09,0.09,11,TE,1420,,,0,0,0,0,1,0,8,7,11.8,0.1,0,0.333,0,0.032,0.053,0.035,0,0,0,0,0,0,0,0,0,0,kmet,cole kmet,c,kmet4400tec,,,TE,,,,,,,,,,,,,,,,,
kupp6600wrc,95.65,Cooper Kupp,6600,LA,@ARI,,,12.48,17,8,3.5,1.9,18.5,11.3,8.98,-9,0.62,0.84,4,6,0,0.89,2.3,54,25.8,23.3,1,-2.5,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.53,0.13,0,0,0,10.9,-1100,1.3,0.23,66,0.33,0.33,30,12,1.3,-600,1.29,0.22,68,0.18,0.31,16,WR,1420,,,0,0,0,0,8,5,65,25,11.3,0.4,8.9,0.235,0,0.218,0.24,0.231,0,0,0,0,0,0,0,0,0,0,kupp,cooper kupp,c,kupp6600wrc,,,WR,,,,,,,,,,,,,,,,,
la chargers3900,35.74,LA Chargers,3900,LAC,NE,,,5.9,12.8,0,0.54,1.5,3,0,5.36,-7,0.29,0,0,2,0,0.42,0.7,0,24.8,22.3,-0.5,-2.5,47,49,0,0,0,0,0,0,0,0,0,0,0,0,1.62,5.06,0,0,0,0,0,0,0,0,0,0,0,0,5.3,-300,0,0,75,0.5,0.25,40,4.3,-2,-300,0,0,93,0.2,0.06,15,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4757,0.5179,0.0091,0.0509,6.89,80,4.38,2.5,0.25,chargers,la chargers,l,la chargers3900,,,D,,,,,,,,,,,,,,,,,
la rams4500,37.53,LA Rams,4500,LA,@ARI,,,6.8,13.8,-0.2,-0.49,1.5,3,11,7.29,0,0.72,0,0,1,0,0.42,-1.9,0,25.8,23.3,1,-2.5,49,54,0,0,0,0,0,0,0,0,0,0,0,0,3.05,8.76,0,0,0,0,0,0,0,0,0,0,0,0,11,500,0,0,100,0.66,0,30,8.5,1.6,800,0,0,87,0.62,0.12,16,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4857,0.5256,0.018,0.0357,6.61,80,4.54,3.67,0.225,rams,la rams,l,la rams4500,,,D,,,,,,,,,,,,,,,,,
laird4800rbp,67.2,Patrick Laird,4800,MIA,CIN,,,5.05,6.8,3.3,-0.63,1.1,0.5,3.2,5.68,-12,0.45,0,0,3,0,0.59,-1.4,21,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3.2,0,0.34,0.67,0.2,0,81,0.67,0.02,1.1,300,0.6,0.09,75,0,0.25,40,3.4,-1.3,100,0.61,0.16,47,0.05,0.17,17,RB,1420, ,,0,0.123,0.316,3,1,1,10,6,8.2,0,50,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,laird,patrick laird,p,laird4800rbp,,,RB,,,,,,,,,,,,,,,,,
landry6000wrj,95.05,Jarvis Landry,6000,CLE,@TEN,,,11.2,15.5,6.9,3.59,1.9,10.5,16.44,7.61,-8,0.63,0.89,5.3,4,0,0.98,2,47,25,29,1,4,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.07,51,0.7,0.01,10.8,0,1.7,0.28,66,0.33,0.33,30,9.2,1.1,-300,1.19,0.2,86,0.26,0.13,15,WR,1420,,,0,0,0,0,6,4,57,24,13.6,0.1,8.9,0.071,0,0.242,0.08,0.277,0,0,0,0,0,0,0,0,0,0,landry,jarvis landry,j,landry6000wrj,,,WR,,,,,,,,,,,,,,,,,
las vegas4400,55.05,Las Vegas,4400,LV,@NYJ,,,7.6,15.7,-0.5,0.64,1.7,3,8,6.96,3,0.87,0,0,3,0,0.71,1.6,0,27.8,20.3,0,-7.5,48,61,0,0,0,0,0,0,0,0,0,0,0,0,1.84,3.13,0,0,0,0,0,0,0,0,0,38,0.55,0.02,4,800,0,0,50,0.25,0.5,40,2.4,-2.1,1200,0,0,58,0.11,0.41,17,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.5129,0.5234,0.0108,0.0485,7.41,10.87,5.57,3.08,0.2393,vegas,las vegas,l,las vegas4400,,,D,,,,,,,,,,,,,,,,,
lazard5600wra,79.35,Allen Lazard,5600,GB,PHI,,,8.08,11.4,4.7,1.38,1.4,3,6.5,6.7,-12,0.56,0.92,2.7,1,0,0.86,0.4,51,29,21,0.7,-8,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.2,0.2,32,0.67,0,6.6,-100,1.31,0.19,33,0.33,0.33,30,8.2,10,100,1.42,0.16,40,0.2,0.2,20,WR,1420,,,0,0,0,0,5,3,49,24,13.8,0.4,6.2,0.75,0,0.16,0.2,0.188,0,0,0,0,0,0,0,0,0,0,lazard,allen lazard,a,lazard5600wra,,,WR,,,,,,,,,,,,,,,,,
lewis4900rbd,46.4,Dion Lewis,4900,NYG,@SEA,,,2.47,3.4,1.6,-3.46,0.5,0.5,0.6,5.93,-24,0.22,0,0,2,0,0.54,1,21,18.8,29.8,0.8,11,48.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3.7,0.1,0.469,0.73,0.2,0.13,51,0.79,0.09,2.7,300,0.67,0.16,100,0,0,30,3.4,-2.5,100,0.65,0.16,50,0.22,0.5,18,RB,1420, ,,0.059,0.093,0.33,3,2,1,9,7,7.4,0.1,6.4,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,lewis,dion lewis,d,lewis4900rbd,,,RB,,,,,,,,,,,,,,,,,
lockett7900wrt,77.1,Tyler Lockett,7900,SEA,NYG,,,12.75,17.4,8.1,0.81,1.6,10.5,9.3,11.94,-2,0.78,0.64,2,5,0,0.89,0.3,59,29.8,18.8,1.8,-11,48.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.56,0.44,51,0.79,0.09,9,500,1.24,0.16,25,0,0.75,40,13.5,2.8,1100,1.67,0.23,44,0.33,0.55,18,WR,1420,,,0,0,0,0,8,5,66,23,11.2,0.7,7.4,0.421,0,0.241,0.278,0.24,0,0,0,0,0,0,0,0,0,0,lockett,tyler lockett,t,lockett7900wrt,52276-27050:Tyler Lockett,52276-27050,WR,,t,Tyler Lockett,lockett,14.11666616,12,7900,NYJ@SEA,SEA,NYJ,,,,ryland,ryland,tyler,lockett7900wrt
mayfield7100qbb,76.35,Baker Mayfield,7100,CLE,@TEN,,,16.02,27.7,4.4,0.63,2.3,0.5,28.96,15.39,-2,0.6,0.89,2.4,1,0,0.4,3.1,61,25,29,1,4,54,45,16,28,201,60,7.2,6.18,1.6,31,17.3,53.9,22.3,5.7,3.2,5.7,2,6,8,3.2,0.1,0.429,4.87,2.67,1.6,51,0.7,0.01,10.3,100,0.34,0.16,33,0.33,0.66,30,14.7,-1,100,0.45,0.24,73,0.4,0.26,15,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mayfield,baker mayfield,b,mayfield7100qbb,,,QB,,,,,,,,,,,,,,,,,
mccoy6500qbc,70.25,Colt McCoy,6500,NYG,@SEA,,,14.4,24,4.8,0.18,2.2,0.5,9.4,14.22,-6,0.33,1,1.6,1,0,0.49,2.8,30,18.8,29.8,0.8,11,48.5,43,6,10,31,60,3.1,3.1,0,15,20,70,10,0,0,0,5,4,7,1.4,0,0,0.13,0,0,51,0.79,0.09,1.9,500,0.13,0.06,0,0,0.33,30,0.4,0,500,0.03,0.01,0,0,0.33,15,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mccoy,colt mccoy,c,mccoy6500qbc,52276-11500:Colt McCoy,52276-11500,QB,,c,Colt McCoy,mccoy,3.780000051,3,6500,ARI@NYG,NYG,ARI,,,,ryland,ryland,colt,mccoy6500qbc
metcalf8500wrd,83.1,DK Metcalf,8500,SEA,NYG,,,14.66,20.5,8.8,1.35,1.7,23,10.5,13.31,0,0.84,0.95,4,7,0,0.93,0.3,62,29.8,18.8,1.8,-11,48.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.6,0.13,51,0.79,0.09,14.7,400,1.9,0.24,75,0.5,0.25,40,15.4,5.4,2100,2.05,0.25,78,0.57,0.21,19,WR,1420,,,0,0,0,0,7,4,82,33,17.1,0.7,7.2,0.375,0,0.225,0.306,0.297,0,0,0,0,0,0,0,0,0,0,metcalf,dk metcalf,d,metcalf8500wrd,,,WR,,,,,,,,,,,,,,,,,
meyers5900wrj,88.05,Jakobi Meyers,5900,NE,@LAC,,,9.67,13.4,6,2.29,1.6,6.5,2.5,7.38,-6,0.68,1,1.1,4,0,0.91,0,34,22.3,24.8,-1.5,2.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.2,0.2,0,0,0,14.4,500,1.7,0.23,100,0.6,0,50,7.7,1.6,1200,1.5,0.23,52,0.29,0.17,17,WR,1420,,,0,0,0,0,4,3,38,14,12.6,0,50,0,0,0.144,0,0.184,0,0,0,0,0,0,0,0,0,0,meyers,jakobi meyers,j,meyers5900wrj,,,WR,,,,,,,,,,,,,,,,,
miami4900,68.27,Miami,4900,MIA,CIN,,,8.3,16.9,-0.3,-0.27,1.7,10.5,14,8.57,2,0.83,0,0,4,0,0.96,1.6,0,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,2.99,5.98,0,0,0,0,0,0,0,0,0,81,0.67,0.02,8.3,500,0,0,100,0.5,0,40,8.5,2.7,1400,0,0,100,0.56,0,16,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.4953,0.5072,0.0169,0.0431,7.53,9.07,50,2.64,0.2279,miami,miami,m,miami4900,,,D,,,,,,,,,,,,,,,,,
michel5300rbs,38.6,Sony Michel,5300,NE,@LAC,,,2.4,3.2,1.6,-4.53,0.5,0.5,6.3,6.93,-26,0.19,0,0,3,0,0.36,1.6,19,22.3,24.8,-1.5,2.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55,4.9,0.3,0.584,0.93,0.53,0.2,0,0,0,0,100,0,0,0,0,0,50,8.8,-0.4,-700,0.72,0.46,33,0.11,0.16,18,RB,1420, ,,0.154,0.369,0.294,11,1,0,5,4,8.6,0,2.6,0.154,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,michel,sony michel,s,michel5300rbs,,,RB,,,,,,,,,,,,,,,,,
miller4900wra,88.4,Anthony Miller,4900,CHI,DET,,,7.65,10.7,4.6,2.55,1.6,3,8.4,5.1,-19,0.45,1,0.7,2,0,0.05,1.5,42,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.5,0.43,36,0.77,0.09,4.6,-200,0.65,0.11,100,0,0,40,7.1,0.4,-500,1.21,0.17,64,0.29,0.29,17,WR,1420,,,0,0,0,0,5,3,35,15,10.5,0.2,4.6,0.077,0,0.147,0.15,0.149,0,0,0,0,0,0,0,0,0,0,miller,anthony miller,a,miller4900wra,,,WR,,,,,,,,,,,,,,,,,
mims5500wrd,95.3,Denzel Mims,5500,NYJ,LV,,,10.27,14.3,6.2,3.8,1.9,3,7,6.47,2,0.88,0.93,6.4,2,0,0.54,0.8,50,20.3,27.8,0,7.5,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.09,0.09,38,0.55,0.02,8.5,100,1.06,0.17,100,0,0,30,7.4,0.7,600,1.09,0.15,45,0.09,0,11,WR,1420,,,0,0,0,0,6,3,56,25,16.7,0,0,0,0,0.264,0,0.31,0,0,0,0,0,0,0,0,0,0,mims,denzel mims,d,mims5500wrd,,,WR,,,,,,,,,,,,,,,,,
minnesota4300,53.16,Minnesota,4300,MIN,JAX,,,6.9,13.9,-0.1,0.26,1.6,6.5,13,6.64,1,0.78,0,0,3,0,0.85,1.3,0,30.8,20.3,1,-10.5,51,56,0,0,0,0,0,0,0,0,0,0,0,0,2.72,5.98,0,0,0,0,0,0,0,0,0,0,0,0,6.8,900,0,0,100,0.6,0,50,6.7,0.4,0,0,0,90,0.57,0.09,21,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.5217,0.5595,0.0155,0.0349,7.09,10.53,5.13,30,0.1519,minnesota,minnesota,m,minnesota4300,,,D,,,,,,,,,,,,,,,,,
mitchell4500wrs,57.9,Steven Mitchell,4500,HOU,IND,,,3.25,4.7,1.8,-0.94,0.7,0,0,4.19,0,0,0,0,1,0,0.5,0.2,36,23.3,26.8,-2,3.5,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,40,0.8,0,0,0.31,0.02,5,0,0.29,17,WR,1420,,,0,0,0,0,2,1,18,10,18.5,0,7.4,0,0,0.091,0,0.068,0,0,0,0,0,0,0,0,0,0,mitchell,steven mitchell,s,mitchell4500wrs,,,WR,,,,,,,,,,,,,,,,,
montgomery6200rbd,94.35,David Montgomery,6200,CHI,DET,,,13.14,17.8,8.5,3.97,2.1,23,25.1,9.17,-5,0.65,0.95,10,7,0,0.64,4.6,46,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,4.1,0.2,0.432,2.79,1.43,0.93,36,0.77,0.09,13.3,300,0.78,0.25,66,0.33,0,30,10.9,1.9,300,0.59,0.24,93,0.37,0,16,RB,1420,95%,10,0.667,0.65,0.689,14,3,2,20,11,7.1,0.2,40,0.067,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,montgomery,david montgomery,d,montgomery6200rbd,,,RB,,,,,,,,,,,,,,,,,
mooney5100wrd,85,Darnell Mooney,5100,CHI,DET,,,7.65,10.7,4.6,2.09,1.5,3,6.3,5.56,-24,0.38,1,2.9,3,0,0.1,1.5,48,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.36,0.27,36,0.77,0.09,4.1,-400,0.56,0.07,50,0,0.5,40,60,0.4,600,0.99,0.12,83,0.25,0.16,12,WR,1420,,,0,0,0,0,5,3,35,19,10.7,0.2,0,0.333,0,0.15,0.105,0.144,0,0,0,0,0,0,0,0,0,0,mooney,darnell mooney,d,mooney5100wrd,52276-69777:Darnell Mooney,52276-69777,WR,,d,Darnell Mooney,mooney,6.375,12,5100,HOU@CHI,CHI,HOU,,,,ryland,ryland,darnell,mooney5100wrd
